stock_id,t_0
stock_207,101.39818969045629
stock_208,103.76859572759822
stock_209,103.24798912125688
stock_210,101.15318244989504
stock_211,101.80408202461477
stock_212,101.53581111893826
stock_213,97.03356636820074
stock_214,98.17955046604357
stock_215,100.10179005151434
stock_216,99.49125572546109
stock_217,102.38164338906137
stock_218,103.34232471746625
stock_219,104.5858984095245
stock_220,104.22049075005557
stock_221,103.26985537313975
stock_222,97.59035434922416
stock_223,101.31335208769418
stock_224,100.23466515033337
stock_225,101.6806355952544
stock_226,106.39580548950359
stock_227,103.86696929224202
stock_228,98.02253937378119
stock_229,104.16491711696185
stock_230,99.84116450006088
stock_231,100.28012259434588
stock_232,94.02844462739408
stock_233,98.76741294054452
stock_234,99.42214509870495
stock_235,99.42335072778431
stock_236,96.87314958864279
stock_237,106.89770928042117
stock_238,99.93366959513233
stock_239,101.65332199610837
stock_240,101.81742761641821
stock_241,98.25359617893676
stock_242,100.51378310422056
