mu,alpha,epsilon,mean_return,std_return,count,spearman_alpha_mean,spearman_epsilon_std,spearman_epsilon_mean,spearman_mu0_mean,spearman_mu0_std
"(0.0, 0.5, 0.0)",0.0003,0.005,0.011452605,0.007711933729255991,4000,,,,,
"(-0.5, 0.5, -0.5)",-0.0001,0.005,0.0114252725,0.007168404762040986,4000,,,,,
"(-0.5, 0.5, -0.5)",-0.0001,0.02,0.01140518,0.02058063283841404,4000,,,,,
"(0.5, 0.5, 0.5)",0.0003,0.02,0.01134175,0.02119040076800523,4000,,,,,
"(-0.5, 0.5, -0.5)",-0.0001,0.01,0.01128303,0.011367165254828615,4000,,,,,
"(0.0, 0.5, 0.0)",0.0002,0.005,0.01127813,0.0075874473403369155,4000,,,,,
"(0.5, 0.5, 0.0)",-0.0001,0.005,0.01127324,0.00777990457725593,4000,,,,,
"(0.0, 0.5, 0.0)",-0.0001,0.01,0.011259285,0.0114652914448676,4000,,,,,
"(0.5, 0.5, 0.0)",-0.0001,0.01,0.0112405425,0.01174743177545729,4000,,,,,
"(0.5, 0.5, 0.5)",0.0002,0.02,0.011150875,0.021524352794571617,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0003,0.02,0.011075117499999999,0.020723385558673733,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0003,0.005,0.0110619625,0.007396003183434017,4000,,,,,
"(0.0, 0.5, 0.0)",0.0002,0.01,0.011057767500000001,0.011554597774192508,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0003,0.01,0.01100495,0.011286971958036202,4000,,,,,
"(0.0, 0.5, 0.0)",-0.0001,0.005,0.010982465,0.007567220664214849,4000,,,,,
"(0.5, 0.5, 0.5)",0.0003,0.01,0.010946665,0.011935259787047844,4000,,,,,
"(0.5, 0.5, 0.5)",0.0003,0.005,0.01087687,0.008220067696274331,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0002,0.02,0.0108228175,0.020825914650188772,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0002,0.005,0.0108050425,0.007416353674390783,4000,,,,,
"(0.5, 0.5, 0.5)",0.0002,0.01,0.010784545,0.011717568764355996,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0002,0.01,0.0107782225,0.011437217207426664,4000,,,,,
"(0.5, 0.5, 0.5)",0.0002,0.005,0.01077187,0.008235187240149435,4000,,,,,
"(0.5, 0.5, 0.5)",-0.0001,0.01,0.010745177500000001,0.011758360894751716,4000,,,,,
"(0.0, 0.5, 0.0)",0.0002,0.02,0.010740462499999999,0.020329718348347174,4000,,,,,
"(0.5, 0.5, 0.5)",-0.0001,0.005,0.01061642,0.00822957662741326,4000,,,,,
"(-0.5, 0.5, 0.0)",-0.0001,0.005,0.0106120425,0.007324965732611971,4000,,,,,
"(0.5, 0.0, -0.5)",0.0003,0.02,0.0105615825,0.020751970858073177,4000,,,,,
"(0.0, 0.5, 0.5)",0.0002,0.005,0.01052467,0.007985557186069926,4000,,,,,
"(0.0, 0.5, 0.5)",0.0003,0.005,0.0104870225,0.008087469295112875,4000,,,,,
"(0.0, 0.5, 0.0)",-0.0001,0.02,0.010460967500000001,0.021154365552633045,4000,,,,,
"(0.0, 0.5, 0.5)",0.0003,0.01,0.0104530625,0.01185536789108848,4000,,,,,
"(-0.5, 0.5, 0.0)",-0.0001,0.01,0.0104003975,0.011292744718969598,4000,,,,,
"(0.0, 0.5, 0.5)",0.0002,0.01,0.0102714825,0.011861677302316895,4000,,,,,
"(-0.5, 0.5, 0.0)",-0.0001,0.02,0.0102318725,0.020413200282052343,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0003,0.01,0.010201095,0.011726693118004167,4000,,,,,
"(0.5, 0.5, 0.5)",-0.0001,0.02,0.0101564625,0.02077587492515827,4000,,,,,
"(0.0, 0.5, 0.5)",0.0002,0.02,0.010121355,0.02148120200835849,4000,,,,,
"(0.0, 0.5, 0.5)",-0.0001,0.005,0.0100815725,0.008031208239031558,4000,,,,,
"(0.0, 0.5, 0.5)",0.0003,0.02,0.0100579925,0.021348683207955053,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0002,0.005,0.010025035000000002,0.0076656948946804285,4000,,,,,
"(0.0, 0.5, 0.5)",-0.0001,0.01,0.0099944375,0.012057184223791444,4000,,,,,
"(0.5, 0.0, -0.5)",0.0003,0.01,0.009969474999999998,0.011223570267823165,4000,,,,,
"(0.0, 0.5, 0.5)",-0.0001,0.02,0.00996019,0.020888015057854696,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0003,0.005,0.0099531925,0.007700178612903171,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0002,0.02,0.009919015,0.021190678800991417,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0002,0.01,0.0098755275,0.0118323261642569,4000,,,,,
"(0.0, 0.0, -0.5)",0.0003,0.02,0.009874652499999999,0.02071387297471545,4000,,,,,
"(0.5, 0.0, -0.5)",0.0002,0.005,0.009831935,0.006875699445619445,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0003,0.02,0.0098197225,0.02125684795646465,4000,,,,,
"(0.5, 0.0, -0.5)",0.0003,0.005,0.00974113,0.006787254443353357,4000,,,,,
"(0.0, 0.0, -0.5)",0.0002,0.02,0.009612487500000001,0.02047049685517469,4000,,,,,
"(-0.5, 0.5, 0.5)",-0.0001,0.005,0.009601100000000001,0.007763399595751911,4000,,,,,
"(-0.5, 0.5, 0.5)",-0.0001,0.01,0.0095994725,0.01171410524163698,4000,,,,,
"(-0.5, 0.5, 0.5)",-0.0001,0.02,0.00958205,0.02102510569212056,4000,,,,,
"(0.5, 0.0, -0.5)",0.0002,0.02,0.0094577475,0.020819700511380816,4000,,,,,
"(0.0, 0.0, -0.5)",0.0002,0.005,0.0094333975,0.0066977403326334345,4000,,,,,
"(0.0, 0.0, -0.5)",0.0002,0.01,0.00937934,0.011317714337659227,4000,,,,,
"(0.5, 0.0, -0.5)",0.0002,0.01,0.0093521475,0.011116567160306328,4000,,,,,
"(0.5, 0.0, -0.5)",-0.0001,0.005,0.0093223375,0.006716588177808827,4000,,,,,
"(0.0, 0.0, -0.5)",0.0003,0.01,0.009317947500000002,0.010902686623311965,4000,,,,,
"(0.0, 0.0, -0.5)",0.0003,0.005,0.0092966575,0.006630558481692065,4000,,,,,
"(0.5, 0.0, -0.5)",-0.0001,0.01,0.0092797125,0.01100747144894179,4000,,,,,
"(0.0, 0.0, -0.5)",-0.0001,0.02,0.009247400000000001,0.02077461041631079,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0002,0.01,0.0091082,0.010364420186940157,4000,,,,,
"(0.0, 0.0, -0.5)",-0.0001,0.01,0.009093965,0.010884454192312144,4000,,,,,
"(0.5, 0.0, 0.0)",0.0002,0.01,0.009040507500000001,0.011180277360956246,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0002,0.02,0.0089974975,0.02022569742237707,4000,,,,,
"(0.5, 0.0, -0.5)",-0.0001,0.02,0.0089756525,0.020730616005903944,4000,,,,,
"(0.5, 0.0, 0.0)",0.0003,0.02,0.0089749825,0.020264455181071134,4000,,,,,
"(0.0, 0.0, -0.5)",-0.0001,0.005,0.0089720825,0.006650473595012098,4000,,,,,
"(0.0, 0.0, 0.0)",0.0002,0.02,0.00896326,0.020338327976227952,4000,,,,,
"(0.5, 0.0, 0.0)",0.0002,0.005,0.008953587499999999,0.006935780274550796,4000,,,,,
"(0.5, 0.0, 0.0)",0.0003,0.01,0.0089361325,0.011314474046467245,4000,,,,,
"(0.5, 0.0, 0.0)",-0.0001,0.02,0.0089254525,0.020396142012583985,4000,,,,,
"(0.5, 0.0, 0.0)",0.0002,0.02,0.0089230775,0.020451448891079322,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0003,0.005,0.008894204999999999,0.006437054946718388,4000,,,,,
"(-0.5, 0.0, -0.5)",-0.0001,0.02,0.0088893675,0.020476006426662863,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0003,0.01,0.0087850075,0.010789457064462535,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0002,0.005,0.008756405,0.006556729112151691,4000,,,,,
"(0.5, 0.0, 0.0)",0.0003,0.005,0.008749057499999999,0.0069802844053296655,4000,,,,,
"(0.5, 0.0, 0.0)",-0.0001,0.01,0.008656302500000001,0.011094768906009855,4000,,,,,
"(0.0, 0.0, 0.0)",0.0002,0.01,0.008567562499999999,0.010800778878844399,4000,,,,,
"(0.0, 0.0, 0.0)",0.0003,0.01,0.008502125,0.010973331341691941,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0003,0.02,0.008487892499999998,0.02033308452534987,4000,,,,,
"(-0.5, 0.0, -0.5)",-0.0001,0.01,0.0084737725,0.010878268450188312,4000,,,,,
"(-0.5, 0.0, -0.5)",-0.0001,0.005,0.0084588025,0.00645500453616295,4000,,,,,
"(0.0, 0.0, 0.0)",0.0002,0.005,0.0084575575,0.006777959098547227,4000,,,,,
"(0.0, 0.0, 0.0)",0.0003,0.005,0.0084371525,0.006840876757802875,4000,,,,,
"(0.5, 0.0, 0.0)",-0.0001,0.005,0.0084353125,0.006855047878950182,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0002,0.02,0.008428785,0.02032554870984704,4000,,,,,
"(0.5, 0.0, 0.5)",0.0003,0.02,0.0083819725,0.021234229085499132,4000,,,,,
"(0.0, 0.0, 0.0)",0.0003,0.02,0.00834407,0.020426623708389276,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0003,0.01,0.00806714,0.011080920104756276,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.005,0.008037184999999999,0.006839002267420178,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0003,0.005,0.0080352625,0.006519086166956743,4000,,,,,
"(0.5, 0.0, 0.5)",0.0003,0.01,0.007998182500000001,0.011156220894095523,4000,,,,,
"(0.5, 0.0, 0.5)",0.0002,0.01,0.007967055,0.011344762489182349,4000,,,,,
"(0.5, 0.0, 0.5)",0.0003,0.005,0.0079644025,0.007460453252562944,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0002,0.005,0.00793976,0.006714983737437394,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.01,0.0079215225,0.010908178761735093,4000,,,,,
"(0.5, 0.0, 0.5)",-0.0001,0.02,0.007911605,0.020816150338203786,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0002,0.01,0.0078912275,0.011066251793196782,4000,,,,,
"(0.5, 0.0, 0.5)",0.0002,0.005,0.007859857500000001,0.0073835808874403355,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0003,0.02,0.007842695,0.020200268869561482,4000,,,,,
"(0.0, 0.0, 0.5)",0.0003,0.005,0.0075994925,0.007173589290813363,4000,,,,,
"(0.5, 0.0, 0.5)",-0.0001,0.005,0.007593985,0.00732279563443847,4000,,,,,
"(0.0, 0.0, 0.5)",0.0002,0.005,0.007581985,0.0072443675655733545,4000,,,,,
"(0.5, 0.0, 0.5)",-0.0001,0.01,0.00758059,0.011275442075608386,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.005,0.007576975,0.006643054763700463,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.02,0.007496419999999999,0.02001602846177147,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.02,0.007489849999999999,0.020422207041909467,4000,,,,,
"(0.0, 0.0, 0.5)",0.0002,0.02,0.0074715125,0.020433452819723797,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.01,0.007436477499999999,0.010871893645306363,4000,,,,,
"(0.0, 0.0, 0.5)",0.0003,0.01,0.0074262899999999995,0.011193082460146522,4000,,,,,
"(0.0, 0.0, 0.5)",0.0002,0.01,0.0073852250000000005,0.011355875079626435,4000,,,,,
"(0.5, 0.0, 0.5)",0.0002,0.02,0.007306532500000001,0.020941204115544437,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0003,0.005,0.007257845,0.006964077702792918,4000,,,,,
"(0.0, 0.0, 0.5)",-0.0001,0.005,0.0072571525,0.007092984761364573,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.02,0.007235455,0.020314253261303143,4000,,,,,
"(0.0, 0.0, 0.5)",-0.0001,0.02,0.0072087575,0.020143862008695106,4000,,,,,
"(-0.5, 0.0, 0.5)",-0.0001,0.02,0.007123694999999999,0.021029951847677947,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0002,0.005,0.0070719450000000005,0.007030072307319222,4000,,,,,
"(0.0, 0.0, 0.5)",-0.0001,0.01,0.0069927775,0.011525299839682784,4000,,,,,
"(0.0, 0.0, 0.5)",0.0003,0.02,0.006951332500000001,0.021246235456657096,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0002,0.01,0.006948067499999999,0.010898528995878856,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0003,0.01,0.0069402825000000005,0.01112308639083184,4000,,,,,
"(-0.5, 0.0, 0.5)",-0.0001,0.01,0.00692122,0.011251788353274655,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.005,0.0068737075,0.006368884769152654,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0003,0.02,0.0068649950000000005,0.020672599871480547,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.01,0.006840592499999999,0.01068856720712272,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.02,0.006823605,0.020082173682869398,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.02,0.006772115,0.02090267831802882,4000,,,,,
"(-0.5, 0.0, 0.5)",-0.0001,0.005,0.0067667675000000005,0.006967244595265499,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.01,0.0067373225,0.010717923090544987,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.005,0.0066404674999999995,0.00643808464451316,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.005,0.006535265,0.0061515416031917534,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.01,0.006528455,0.010581896892733226,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.02,0.0064851225,0.020408319813605334,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.005,0.006458145,0.006283116181180442,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.02,0.0064563425,0.02023596567931554,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.01,0.0064345900000000004,0.0104566099456176,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.01,0.006408505,0.010699957873262745,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0002,0.02,0.006348169999999999,0.020913730278925475,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.005,0.0063119125,0.006248587466674036,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.02,0.0062570875,0.020042579002853302,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.01,0.006250585,0.010655152928454734,4000,,,,,
"(0.5, -0.5, 0.0)",-0.0001,0.02,0.0062305775,0.02052913573911583,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.005,0.0061139725,0.005988307231607168,4000,,,,,
"(0.5, -0.5, 0.0)",0.0002,0.02,0.0060787175,0.020600385960112967,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.005,0.0060650174999999995,0.006098984600159446,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.02,0.006053865,0.0201332511957881,4000,,,,,
"(0.5, -0.5, 0.0)",0.0003,0.01,0.006013555,0.01077350414024332,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.005,0.0059412725,0.005979335332501305,4000,,,,,
"(0.5, -0.5, 0.0)",0.0002,0.01,0.00593184,0.01076575049684602,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.01,0.0058556350000000005,0.010346241814141698,4000,,,,,
"(0.5, -0.5, 0.0)",0.0003,0.02,0.005826315,0.02013769344525577,4000,,,,,
"(0.5, -0.5, 0.0)",0.0003,0.005,0.0057796475,0.006673881196372881,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.01,0.005746795,0.010623446033626867,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.005,0.0057467475,0.006110216373605501,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.02,0.0057353975,0.019678343359931016,4000,,,,,
"(0.5, -0.5, 0.0)",0.0002,0.005,0.005692235,0.006508104194758065,4000,,,,,
"(0.5, -0.5, 0.0)",-0.0001,0.01,0.005677777500000001,0.01080609428766622,4000,,,,,
"(0.0, -0.5, 0.0)",0.0002,0.02,0.0056754225,0.0202533334194681,4000,,,,,
"(0.0, -0.5, 0.0)",0.0003,0.005,0.0056294225,0.0062820124451949556,4000,,,,,
"(0.0, -0.5, 0.0)",0.0002,0.01,0.00560663,0.010586663317738538,4000,,,,,
"(0.0, -0.5, 0.0)",0.0003,0.01,0.0055700574999999995,0.010681036031414267,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.01,0.0055410599999999996,0.010647100328857307,4000,,,,,
"(0.0, -0.5, 0.0)",0.0002,0.005,0.005532670000000001,0.0064378592349462116,4000,,,,,
"(0.5, -0.5, 0.0)",-0.0001,0.005,0.0054339775,0.006534982180734663,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.02,0.0053363125,0.020151689677954134,4000,,,,,
"(0.5, -0.5, 0.5)",0.0002,0.02,0.0053027775000000004,0.020572144315577065,4000,,,,,
"(0.0, -0.5, 0.0)",-0.0001,0.01,0.005271804999999999,0.010668479784261749,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0003,0.01,0.0052271725,0.010696199390465485,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0003,0.005,0.0051974525,0.00598210760418858,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0002,0.02,0.0051890999999999994,0.020019465941781483,4000,,,,,
"(0.0, -0.5, 0.0)",-0.0001,0.005,0.0051509675,0.0064136813739174335,4000,,,,,
"(0.5, -0.5, 0.5)",0.0003,0.005,0.00511801,0.006862537307328374,4000,,,,,
"(0.5, -0.5, 0.5)",0.0003,0.01,0.005103145,0.011010886286452066,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0002,0.01,0.00510074,0.010469550535935448,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0002,0.005,0.00508634,0.006089188752150388,4000,,,,,
"(0.5, -0.5, 0.5)",0.0002,0.005,0.0050848,0.0067968907480523925,4000,,,,,
"(0.0, -0.5, 0.0)",-0.0001,0.02,0.005064055,0.020670967377702906,4000,,,,,
"(0.5, -0.5, 0.5)",0.0002,0.01,0.0049874049999999994,0.011065343398291135,4000,,,,,
"(0.5, -0.5, 0.5)",-0.0001,0.02,0.004956975,0.02022325770585524,4000,,,,,
"(0.0, -0.5, 0.0)",0.0003,0.02,0.0049343375,0.02006643500137753,4000,,,,,
"(-0.5, -0.5, 0.0)",-0.0001,0.02,0.0048064,0.0202561174466753,4000,,,,,
"(-0.5, -0.5, 0.0)",-0.0001,0.005,0.0047946025,0.0061438663287347135,4000,,,,,
"(0.5, -0.5, 0.5)",0.0003,0.02,0.00477612,0.020382086373991238,4000,,,,,
"(0.0, -0.5, 0.5)",0.0003,0.005,0.004748375,0.006627046732630926,4000,,,,,
"(0.5, -0.5, 0.5)",-0.0001,0.005,0.0047342174999999995,0.006852621800747497,4000,,,,,
"(0.5, -0.5, 0.5)",-0.0001,0.01,0.0046909525,0.010776380253154765,4000,,,,,
"(0.0, -0.5, 0.5)",-0.0001,0.02,0.0046746999999999995,0.020201357598493373,4000,,,,,
"(0.0, -0.5, 0.5)",0.0003,0.02,0.0046523025,0.020310697194548148,4000,,,,,
"(0.0, -0.5, 0.5)",0.0002,0.02,0.0046389975,0.020341675199144045,4000,,,,,
"(0.0, -0.5, 0.5)",0.0002,0.005,0.0045517525,0.006682652685533836,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0003,0.01,0.00454871,0.010823259179688799,4000,,,,,
"(0.0, -0.5, 0.5)",0.0003,0.01,0.0044949874999999995,0.010774426205829248,4000,,,,,
"(0.0, -0.5, 0.5)",0.0002,0.01,0.0044582499999999995,0.010941976869010033,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0003,0.02,0.0044443675,0.02060067134014959,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0003,0.005,0.0043756325,0.0064692899245570885,4000,,,,,
"(-0.5, -0.5, 0.0)",-0.0001,0.01,0.0043612675,0.010731262731775729,4000,,,,,
"(0.0, -0.5, 0.5)",-0.0001,0.005,0.00435495,0.006728198719717109,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0002,0.02,0.0041153275,0.02054924977485357,4000,,,,,
"(0.0, -0.5, 0.5)",-0.0001,0.01,0.00406924,0.010884829072998205,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0002,0.005,0.0040013175,0.00644532748980271,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0002,0.01,0.0039549400000000005,0.010409670960639295,4000,,,,,
"(-0.5, -0.5, 0.5)",-0.0001,0.005,0.0038540874999999997,0.006481911505222373,4000,,,,,
"(-0.5, -0.5, 0.5)",-0.0001,0.01,0.0037418175,0.011036689902443322,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0003,0.02,0.0037122975,0.02082306351957076,4000,,,,,
"(-0.5, -0.5, 0.5)",-0.0001,0.02,0.003589245,0.020636166049372625,4000,,,,,
