mu,alpha,epsilon,mean_return,std_return,count,spearman_alpha_mean,spearman_epsilon_std,spearman_epsilon_mean,spearman_mu0_mean,spearman_mu0_std
"(-0.5, 0.5, -0.5)",0.0003,0.01,0.0010166575,0.011266730648576395,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0002,0.01,0.0010136025,0.010481366898454072,4000,,,,,
"(0.5, 0.5, 0.5)",0.0002,0.01,0.0010127925,0.011909269184130019,4000,,,,,
"(0.0, 0.5, -0.5)",0.0002,0.005,0.001004045,0.007545943009455515,4000,,,,,
"(0.5, -0.5, 0.0)",-0.0001,0.02,0.00100308,0.020640925191516737,4000,,,,,
"(0.5, 0.0, 0.0)",0.0002,0.005,0.001001285,0.007205548593369403,4000,,,,,
"(0.0, 0.0, 0.0)",0.0002,0.01,0.0009988125,0.01095536183807246,4000,,,,,
"(0.5, 0.5, -0.5)",0.0002,0.01,0.0009922849999999999,0.011788147570104438,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0003,0.01,0.0009916025,0.011017950969571685,4000,,,,,
"(0.5, 0.5, 0.5)",0.0002,0.005,0.000987445,0.008541719453059713,4000,,,,,
"(0.5, -0.5, 0.5)",0.0002,0.02,0.00098598,0.020707474254773435,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0003,0.005,0.000984405,0.007227240479409269,4000,,,,,
"(0.5, 0.0, 0.0)",0.0003,0.01,0.0009797975,0.011483215636063344,4000,,,,,
"(0.0, 0.5, 0.0)",0.0002,0.005,0.000977325,0.007797813181718269,4000,,,,,
"(0.5, 0.5, 0.5)",-0.0001,0.01,0.00096866,0.011990865780665808,4000,,,,,
"(0.5, 0.0, 0.0)",0.0002,0.02,0.000962885,0.020553426680576973,4000,,,,,
"(0.5, 0.0, 0.0)",-0.0001,0.02,0.0009619225,0.020491954508511108,4000,,,,,
"(0.5, 0.0, -0.5)",0.0002,0.005,0.0009580824999999999,0.0071396954354455075,4000,,,,,
"(0.5, 0.0, 0.5)",0.0003,0.01,0.0009542675,0.01137265868672954,4000,,,,,
"(0.0, 0.5, 0.0)",-0.0001,0.01,0.000949295,0.01161029935297714,4000,,,,,
"(0.0, 0.0, 0.5)",0.0003,0.005,0.000948475,0.00749330690926804,4000,,,,,
"(0.0, 0.5, -0.5)",0.0003,0.01,0.0009474899999999999,0.011467903417892044,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0003,0.005,0.00094726,0.007947949082376789,4000,,,,,
"(0.0, 0.0, -0.5)",0.0002,0.005,0.0009462675,0.006918279688036918,4000,,,,,
"(-0.5, 0.5, -0.5)",0.0003,0.005,0.0009380475000000001,0.007362633404931111,4000,,,,,
"(0.0, 0.5, -0.5)",0.0002,0.01,0.0009353925,0.01146724498398917,4000,,,,,
"(0.5, 0.0, 0.5)",0.0002,0.01,0.0009325725000000001,0.011571362949859143,4000,,,,,
"(0.0, 0.0, 0.0)",0.0003,0.01,0.0009274274999999999,0.011126127906319894,4000,,,,,
"(0.5, 0.5, 0.0)",0.0002,0.005,0.0009204675,0.007947407799347286,4000,,,,,
"(0.5, 0.0, 0.5)",0.0003,0.005,0.0009127425,0.007807649604828694,4000,,,,,
"(0.0, 0.0, 0.5)",0.0002,0.005,0.000907705,0.007547857932739474,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0002,0.02,0.0009063900000000001,0.021301062294674888,4000,,,,,
"(0.5, 0.5, 0.0)",0.0002,0.01,0.00090586,0.011917347148218961,4000,,,,,
"(0.5, 0.5, -0.5)",0.0003,0.02,0.0009024349999999999,0.0207862890260297,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0002,0.02,0.0009017775,0.020876889046013376,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0002,0.02,0.0008936525,0.02029419221707725,4000,,,,,
"(0.0, 0.0, 0.0)",0.0002,0.005,0.000892325,0.007035535575532522,4000,,,,,
"(0.0, 0.5, -0.5)",0.0002,0.02,0.0008908275,0.020853894002416155,4000,,,,,
"(0.0, 0.0, -0.5)",0.0002,0.01,0.0008889725000000001,0.011453125396134403,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0002,0.005,0.0008828525,0.007591160324154047,4000,,,,,
"(0.0, 0.5, 0.5)",0.0002,0.01,0.0008795775,0.012053754831913609,4000,,,,,
"(0.0, 0.5, -0.5)",-0.0001,0.01,0.0008745175,0.011401591202006775,4000,,,,,
"(-0.5, 0.5, -0.5)",0.0002,0.01,0.0008727675,0.011268340158977637,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0003,0.01,0.0008712475,0.01120712361954216,4000,,,,,
"(0.5, 0.0, -0.5)",0.0003,0.005,0.0008689575,0.007064169293706532,4000,,,,,
"(0.5, 0.0, 0.5)",-0.0001,0.02,0.0008676775,0.020937753916448625,4000,,,,,
"(0.0, 0.0, 0.0)",0.0003,0.005,0.0008641825,0.007089998836570377,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0002,0.01,0.0008597375,0.011994129776410088,4000,,,,,
"(0.5, -0.5, 0.0)",0.0002,0.02,0.0008525325,0.02072537676670737,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0002,0.01,0.0008498625000000001,0.011550773610405641,4000,,,,,
"(-0.5, 0.0, 0.5)",-0.0001,0.02,0.0008455699999999999,0.02112728725112972,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0003,0.005,0.0008413125,0.006737228192162712,4000,,,,,
"(0.0, 0.0, -0.5)",0.0003,0.01,0.0008382625,0.011042373909693703,4000,,,,,
"(0.5, 0.5, 0.5)",-0.0001,0.005,0.0008298499999999999,0.00856037016500107,4000,,,,,
"(0.0, -0.5, 0.0)",0.0002,0.02,0.000829455,0.020375894633696576,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0003,0.005,0.000827975,0.006783423343522012,4000,,,,,
"(-0.5, 0.5, -0.5)",0.0002,0.005,0.000826805,0.007349583303538975,4000,,,,,
"(0.0, -0.5, 0.5)",0.0003,0.005,0.0008185474999999999,0.00697962236065234,4000,,,,,
"(0.0, 0.0, 0.5)",0.0002,0.02,0.0008158225,0.020539633045770486,4000,,,,,
"(0.0, 0.0, -0.5)",0.0003,0.005,0.0008103374999999999,0.006867042502364166,4000,,,,,
"(0.5, -0.5, 0.5)",0.0003,0.005,0.0008098275,0.007262568717150733,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0003,0.02,0.0008066875,0.021363869080245304,4000,,,,,
"(0.5, 0.5, 0.0)",0.0003,0.01,0.0008066649999999999,0.01163736111071493,4000,,,,,
"(0.5, 0.0, 0.5)",0.0002,0.005,0.0008057275000000001,0.007731687886233914,4000,,,,,
"(0.5, 0.0, 0.0)",0.0003,0.005,0.0007922525000000001,0.007267912670766709,4000,,,,,
"(0.5, -0.5, 0.5)",0.0003,0.01,0.000790445,0.011273732124322368,4000,,,,,
"(0.5, -0.5, 0.0)",0.0003,0.01,0.0007872025,0.010991337280913525,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0002,0.005,0.0007871575,0.007304110411434059,4000,,,,,
"(-0.5, 0.0, -0.5)",-0.0001,0.02,0.0007868675,0.020540623488973564,4000,,,,,
"(0.0, -0.5, 0.0)",0.0003,0.005,0.0007853074999999999,0.0066034512982004745,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.005,0.0007844299999999999,0.006479399507639182,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0003,0.005,0.0007840599999999999,0.006632468644967839,4000,,,,,
"(0.5, -0.5, 0.5)",0.0002,0.005,0.00077398,0.007208247315883497,4000,,,,,
"(0.0, 0.0, -0.5)",-0.0001,0.02,0.0007717124999999999,0.020847340582066574,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.01,0.00077111,0.01077953067801702,4000,,,,,
"(0.0, 0.0, 0.5)",0.0003,0.01,0.0007658875000000001,0.011386322687699953,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0003,0.01,0.00076565,0.01085849321481686,4000,,,,,
"(0.0, -0.5, 0.0)",0.0002,0.01,0.0007648500000000001,0.010769258310517007,4000,,,,,
"(0.0, 0.0, 0.0)",0.0003,0.02,0.0007635224999999999,0.02052603551956708,4000,,,,,
"(0.0, 0.5, 0.0)",0.0002,0.01,0.00075364,0.01170044087757305,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0002,0.005,0.0007480949999999999,0.006923472978967812,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.005,0.0007390725,0.00627271753796323,4000,,,,,
"(0.0, -0.5, 0.5)",-0.0001,0.02,0.00073766,0.020306244062144475,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.02,0.0007376175,0.02051524669448132,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.005,0.0007369750000000001,0.006740769781240551,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0003,0.005,0.0007310225000000001,0.006265157805680264,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0002,0.02,0.0007284375,0.020095675129821477,4000,,,,,
"(0.0, 0.5, 0.5)",0.0002,0.02,0.0007257825,0.02159307022769475,4000,,,,,
"(0.5, 0.5, -0.5)",-0.0001,0.02,0.000723925,0.02087554762554845,4000,,,,,
"(0.0, -0.5, 0.0)",0.0003,0.01,0.00071937,0.010877341586669883,4000,,,,,
"(0.0, -0.5, 0.5)",0.0003,0.02,0.0007188175,0.020428691069948702,4000,,,,,
"(0.0, 0.0, 0.5)",0.0002,0.01,0.0007186325,0.0115636008371538,4000,,,,,
"(0.0, 0.5, -0.5)",-0.0001,0.005,0.0007119124999999999,0.007567150451711225,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0002,0.01,0.00070794,0.011193912344430493,4000,,,,,
"(0.0, -0.5, 0.5)",0.0002,0.02,0.000705325,0.02044399054690021,4000,,,,,
"(0.5, -0.5, 0.0)",0.0002,0.01,0.0007008025,0.010985798752232358,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.01,0.000700405,0.01092431103222796,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0003,0.01,0.00069294,0.010911510143871246,4000,,,,,
"(0.5, 0.0, 0.0)",-0.0001,0.01,0.0006882500000000001,0.011273096039290964,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.02,0.0006875025,0.020233630521696213,4000,,,,,
"(-0.5, 0.5, 0.0)",-0.0001,0.005,0.0006868525,0.007520982267085143,4000,,,,,
"(0.0, -0.5, 0.0)",0.0002,0.005,0.0006818475,0.006761850084546772,4000,,,,,
"(0.0, 0.5, 0.5)",-0.0001,0.005,0.0006814799999999999,0.008311113635492268,4000,,,,,
"(0.0, 0.5, 0.0)",-0.0001,0.005,0.000674465,0.007785585388956775,4000,,,,,
"(0.5, -0.5, 0.5)",0.0002,0.01,0.0006700075,0.011322069940690124,4000,,,,,
"(0.0, 0.5, 0.5)",0.0003,0.02,0.0006667725,0.02144782862661026,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0002,0.01,0.0006649075,0.011053580322724929,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.01,0.0006603774999999999,0.010908583672132998,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0002,0.005,0.00065151,0.006750226826592761,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0003,0.02,0.0006513924999999999,0.02027076334891289,4000,,,,,
"(0.5, -0.5, 0.5)",-0.0001,0.02,0.0006490625,0.02034586087290874,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0003,0.01,0.0006481475,0.011310434347297409,4000,,,,,
"(0.5, 0.5, -0.5)",-0.0001,0.01,0.0006389,0.011875476978983618,4000,,,,,
"(-0.5, 0.0, 0.5)",-0.0001,0.01,0.0006381525,0.011424436185093801,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.02,0.000636205,0.02102078338172654,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0002,0.005,0.0006326975,0.006374158040178649,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0002,0.01,0.00062605,0.010634026167244053,4000,,,,,
"(0.0, -0.5, 0.5)",0.0002,0.005,0.0006163150000000001,0.007043694487183709,4000,,,,,
"(0.0, 0.5, -0.5)",0.0003,0.02,0.000612105,0.021096680371557274,4000,,,,,
"(0.5, 0.5, -0.5)",-0.0001,0.005,0.000612025,0.007755308436910352,4000,,,,,
"(-0.5, 0.5, -0.5)",-0.0001,0.005,0.0006065125,0.0073277051338038746,4000,,,,,
"(0.0, 0.0, -0.5)",-0.0001,0.01,0.000605995,0.011017120422123652,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.01,0.0006011625,0.010935643664146196,4000,,,,,
"(0.5, -0.5, 0.0)",0.0003,0.02,0.0005979875,0.02024320078617411,4000,,,,,
"(0.5, 0.0, -0.5)",0.0002,0.02,0.00059444,0.02089465689615656,4000,,,,,
"(-0.5, 0.5, 0.5)",-0.0001,0.005,0.0005917825,0.007993492035801693,4000,,,,,
"(0.0, 0.5, 0.5)",-0.0001,0.01,0.0005873475000000001,0.012254689675548899,4000,,,,,
"(0.0, 0.0, 0.5)",-0.0001,0.005,0.00058467,0.007392056291395102,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0003,0.02,0.0005842674999999999,0.02077812046206121,4000,,,,,
"(-0.5, 0.5, 0.5)",-0.0001,0.01,0.0005822199999999999,0.011863510382312963,4000,,,,,
"(0.5, 0.5, 0.0)",-0.0001,0.005,0.0005798675,0.008026050054498357,4000,,,,,
"(-0.5, 0.5, -0.5)",-0.0001,0.02,0.0005725449999999999,0.02063091584843391,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.005,0.000570715,0.006265187980729983,4000,,,,,
"(-0.5, 0.5, 0.5)",-0.0001,0.02,0.000565105,0.021148403237096755,4000,,,,,
"(0.0, -0.5, 0.5)",0.0003,0.01,0.0005636225,0.010985859601337026,4000,,,,,
"(0.0, 0.5, 0.5)",-0.0001,0.02,0.000561705,0.020989843512414404,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0002,0.02,0.0005609375,0.020657123040955527,4000,,,,,
"(0.5, -0.5, 0.0)",0.0003,0.005,0.00055676,0.007040329140814564,4000,,,,,
"(0.5, 0.5, 0.0)",-0.0001,0.01,0.0005532549999999999,0.01190778025337281,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.005,0.0005482775,0.00657168248325031,4000,,,,,
"(0.5, 0.0, 0.5)",-0.0001,0.005,0.000544785,0.007644436788098041,4000,,,,,
"(0.0, -0.5, 0.5)",0.0002,0.01,0.000531975,0.011177177088661196,4000,,,,,
"(0.5, 0.0, 0.5)",-0.0001,0.01,0.000530655,0.011487020890257325,4000,,,,,
"(0.0, 0.0, 0.5)",-0.0001,0.02,0.00052982,0.02023741273201991,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.02,0.0004999774999999999,0.020160552147454113,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.01,0.00049684,0.010845846477378004,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.005,0.00049634,0.00679391754684353,4000,,,,,
"(0.0, 0.0, -0.5)",-0.0001,0.005,0.0004930975,0.006880717219000912,4000,,,,,
"(0.5, 0.0, -0.5)",0.0002,0.01,0.0004904225000000001,0.011293545195697658,4000,,,,,
"(-0.5, 0.0, 0.5)",-0.0001,0.005,0.0004863525,0.007222637807267324,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.01,0.0004813475,0.01050598607200105,4000,,,,,
"(0.5, 0.0, 0.0)",-0.0001,0.005,0.0004737875,0.007138455278684966,4000,,,,,
"(-0.5, 0.5, 0.0)",-0.0001,0.01,0.00047163,0.011394815353806159,4000,,,,,
"(0.5, -0.5, 0.0)",0.0002,0.005,0.00046501999999999996,0.006883550436820674,4000,,,,,
"(0.5, -0.5, 0.5)",0.0003,0.02,0.0004575800000000001,0.0205332083709561,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.005,0.0004568975,0.007062579196421108,4000,,,,,
"(0.5, 0.0, -0.5)",-0.0001,0.005,0.00045516249999999996,0.006982826937681058,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0002,0.005,0.00045311,0.006768553361431948,4000,,,,,
"(0.5, -0.5, 0.0)",-0.0001,0.01,0.0004400725,0.011014498897645553,4000,,,,,
"(-0.5, 0.5, -0.5)",-0.0001,0.01,0.00043567249999999997,0.011475872176366196,4000,,,,,
"(0.0, -0.5, 0.5)",-0.0001,0.005,0.00043399,0.007091793349578673,4000,,,,,
"(0.0, -0.5, 0.0)",-0.0001,0.01,0.0004338975,0.010867513330840356,4000,,,,,
"(0.0, 0.5, 0.0)",0.0002,0.02,0.0004336525,0.020388292993947427,4000,,,,,
"(0.5, -0.5, 0.5)",-0.0001,0.005,0.0004145125,0.007265189464620523,4000,,,,,
"(0.5, 0.0, -0.5)",-0.0001,0.01,0.0004121475,0.011182589317291568,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0002,0.01,0.00040509499999999996,0.010609495512970205,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.005,0.0003948375,0.006851168050012062,4000,,,,,
"(0.0, 0.5, -0.5)",-0.0001,0.02,0.00038539250000000003,0.020714385717173774,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0003,0.02,0.00038067,0.02038972060813288,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.005,0.000374245,0.00638212002738791,4000,,,,,
"(-0.5, 0.0, -0.5)",-0.0001,0.01,0.00037356499999999996,0.011009778823764447,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.01,0.0003721125,0.010794698005901009,4000,,,,,
"(0.5, 0.5, 0.5)",-0.0001,0.02,0.000370875,0.020914683558004334,4000,,,,,
"(0.5, -0.5, 0.5)",-0.0001,0.01,0.000370645,0.011014957530845335,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.02,0.0003616725,0.019763759141964876,4000,,,,,
"(-0.5, 0.0, -0.5)",-0.0001,0.005,0.0003528125,0.006658482414323799,4000,,,,,
"(-0.5, -0.5, 0.0)",-0.0001,0.02,0.0003472625,0.020352523688383604,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.01,0.000342845,0.011061895682476765,4000,,,,,
"(0.0, 0.0, 0.5)",-0.0001,0.01,0.00033715,0.011703889021690941,4000,,,,,
"(-0.5, -0.5, 0.0)",-0.0001,0.005,0.00033139249999999997,0.006428323282240784,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.005,0.00031946000000000003,0.006635994312348998,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.02,0.00031784250000000005,0.020359827223268203,4000,,,,,
"(0.0, -0.5, 0.0)",-0.0001,0.005,0.0003157025,0.006737951450844108,4000,,,,,
"(-0.5, -0.5, 0.5)",-0.0001,0.005,0.0003100975,0.006804176395391197,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.005,0.00030818249999999995,0.006420668876285283,4000,,,,,
"(-0.5, 0.5, 0.0)",-0.0001,0.02,0.00030074,0.020475804680078494,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.02,0.00029639499999999997,0.02048934250758364,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.01,0.000291825,0.01066340748701763,4000,,,,,
"(0.0, 0.0, 0.5)",0.0003,0.02,0.00028962,0.021359579561999034,4000,,,,,
"(0.5, 0.0, 0.5)",0.0002,0.02,0.0002538025,0.021084569059601398,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.01,0.00023422999999999999,0.010994515748828489,4000,,,,,
"(0.0, -0.5, 0.0)",-0.0001,0.02,0.00022934000000000002,0.020753417393233695,4000,,,,,
"(0.5, -0.5, 0.0)",-0.0001,0.005,0.000201795,0.006883429020244508,4000,,,,,
"(-0.5, -0.5, 0.5)",-0.0001,0.01,0.00019571250000000002,0.01124616441707429,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.01,0.000171625,0.010824490591178626,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0003,0.02,0.00016041249999999998,0.020934972157126204,4000,,,,,
"(0.0, 0.5, 0.0)",-0.0001,0.02,0.00015573750000000007,0.021249592152503907,4000,,,,,
"(0.0, -0.5, 0.5)",-0.0001,0.01,0.000128615,0.011117466786490175,4000,,,,,
"(0.5, 0.0, -0.5)",-0.0001,0.02,0.00011294000000000003,0.020815272448329248,4000,,,,,
"(0.0, -0.5, 0.0)",0.0003,0.02,9.254750000000003e-05,0.02016495664523905,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0002,0.02,5.8822499999999995e-05,0.02100271467797569,4000,,,,,
"(-0.5, -0.5, 0.5)",-0.0001,0.02,4.2130000000000005e-05,0.02073451540174824,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0003,0.02,-6.239999999999947e-06,0.020694065659042794,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.02,-2.817749999999995e-05,0.020255184566647405,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.02,-8.133999999999998e-05,0.020097288480177233,4000,,,,,
"(-0.5, -0.5, 0.0)",-0.0001,0.01,-0.00010421750000000002,0.010880596232803082,4000,,,,,
