mu,alpha,epsilon,mean_return,std_return,count,spearman_alpha_mean,spearman_epsilon_std,spearman_epsilon_mean,spearman_mu0_mean,spearman_mu0_std
"(0.0, 0.0, 0.0)",0.0002,0.02,-0.009017424999999999,0.021602982123506267,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0002,0.005,-0.0090528875,0.012764950949005895,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0002,0.005,-0.009078665,0.009641667343103266,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.02,-0.00909504,0.020935678048542794,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0002,0.01,-0.009109405000000001,0.013027283996599479,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.01,-0.009121079999999998,0.011874522986530425,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0003,0.005,-0.0091235925,0.012787741976406856,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0002,0.02,-0.00917058,0.023597337789489928,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0003,0.02,-0.009176585,0.021265418830751632,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.005,-0.0092079775,0.008362886227314487,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0002,0.01,-0.009217985,0.015803749489100807,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.01,-0.009220615,0.012191554692623539,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.02,-0.0092327025,0.020473495773286686,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0003,0.02,-0.009266605,0.023663086249191684,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.005,-0.009368645,0.00871765590311331,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.01,-0.009380567499999999,0.012278707041647243,4000,,,,,
"(0.0, 0.0, 0.0)",0.0002,0.01,-0.009384055,0.013033188881086503,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.02,-0.0094111575,0.021368148728427877,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.01,-0.009411295,0.012136818214098188,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.005,-0.0094257,0.00953551014096319,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.01,-0.009472369999999999,0.012415323604246062,4000,,,,,
"(0.0, 0.0, 0.0)",0.0003,0.01,-0.0094804725,0.013134024128163979,4000,,,,,
"(-0.5, 0.5, 0.5)",-0.0001,0.005,-0.00948682,0.012855035778784033,4000,,,,,
"(0.0, 0.0, 0.0)",0.0002,0.005,-0.009495665,0.010053128908851681,4000,,,,,
"(-0.5, 0.5, 0.5)",-0.0001,0.01,-0.0095001775,0.015625421478878316,4000,,,,,
"(0.0, 0.5, 0.5)",0.0002,0.005,-0.0095055025,0.013292706372600382,4000,,,,,
"(-0.5, 0.5, 0.5)",-0.0001,0.02,-0.009528489999999999,0.02337979936985227,4000,,,,,
"(0.0, 0.0, 0.0)",0.0003,0.005,-0.009535097499999999,0.010096504726508911,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.02,-0.009539655,0.02161631679238838,4000,,,,,
"(0.0, 0.5, 0.5)",0.0003,0.005,-0.0095455325,0.01342793933390869,4000,,,,,
"(0.0, 0.5, 0.5)",0.0003,0.01,-0.00957687,0.016019162445161134,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.02,-0.00960881,0.02098273099560464,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.005,-0.009614395,0.00880689359977139,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.02,-0.009621515,0.02138591046802572,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.01,-0.0096238425,0.012781165089906996,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.01,-0.009650774999999999,0.012275683123493038,4000,,,,,
"(0.0, 0.0, 0.0)",0.0003,0.02,-0.0096520025,0.02177543421148631,4000,,,,,
"(0.5, 0.5, 0.5)",0.0003,0.02,-0.0096548025,0.024006619060181495,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.02,-0.0096612125,0.020968162919504856,4000,,,,,
"(0.0, 0.5, 0.5)",0.0002,0.01,-0.009753757500000002,0.016001233309437427,4000,,,,,
"(0.5, 0.5, 0.5)",0.0002,0.02,-0.0098357,0.024330004581601183,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.005,-0.009845594999999999,0.008686335202534364,4000,,,,,
"(0.5, 0.0, 0.0)",0.0002,0.01,-0.0098604325,0.013658292548000852,4000,,,,,
"(0.0, 0.5, 0.5)",0.0002,0.02,-0.0099106825,0.024052539384062925,4000,,,,,
"(0.5, 0.0, 0.0)",0.0003,0.02,-0.009913675,0.02166988734854892,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.005,-0.0099430075,0.010045532385601637,4000,,,,,
"(0.5, 0.0, 0.0)",0.0002,0.005,-0.009947312500000001,0.010375903774955241,4000,,,,,
"(0.5, 0.0, 0.0)",0.0003,0.01,-0.0099722875,0.013723868783471371,4000,,,,,
"(0.0, 0.5, 0.5)",-0.0001,0.005,-0.0099753525,0.013402504747588084,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.005,-0.00997701,0.009176234795991091,4000,,,,,
"(0.0, 0.5, 0.5)",0.0003,0.02,-0.009977937499999999,0.02381991657998752,4000,,,,,
"(0.5, 0.0, 0.0)",0.0002,0.02,-0.009993955,0.02178061971815312,4000,,,,,
"(0.5, 0.0, 0.0)",-0.0001,0.02,-0.010009475,0.021763474615309215,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.01,-0.010015785,0.012687119246797931,4000,,,,,
"(0.5, 0.5, 0.5)",0.0003,0.01,-0.01004315,0.016270252273851288,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.01,-0.0100487025,0.013082157767526623,4000,,,,,
"(0.0, 0.5, 0.5)",-0.0001,0.02,-0.01007358,0.023405094060708193,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.02,-0.01007651,0.021984760379456854,4000,,,,,
"(0.0, 0.5, 0.5)",-0.0001,0.01,-0.0100772625,0.0161941201169648,4000,,,,,
"(0.5, 0.5, 0.5)",0.0003,0.005,-0.010106472500000001,0.013734404917991794,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.01,-0.01011759,0.012555678207715975,4000,,,,,
"(0.5, 0.0, 0.0)",0.0003,0.005,-0.010169164999999999,0.010502605333081418,4000,,,,,
"(0.5, 0.5, 0.5)",0.0002,0.01,-0.010177842500000001,0.016029309071432896,4000,,,,,
"(0.5, 0.5, 0.5)",-0.0001,0.01,-0.010229984999999999,0.016291704349374447,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.005,-0.01023118,0.009186914817204121,4000,,,,,
"(0.5, 0.5, 0.5)",0.0002,0.005,-0.01023954,0.01382450535373577,4000,,,,,
"(0.5, 0.0, 0.0)",-0.0001,0.01,-0.0102873175,0.0135093462753899,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.005,-0.010391385,0.009099627178377756,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.02,-0.010394855,0.021268217143053755,4000,,,,,
"(0.5, 0.5, 0.5)",-0.0001,0.005,-0.01039846,0.013781590437505637,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.01,-0.0104476075,0.012239565988826646,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.02,-0.0104857075,0.021262054458339424,4000,,,,,
"(0.5, 0.0, 0.0)",-0.0001,0.005,-0.0104871175,0.010367140947196998,4000,,,,,
"(0.5, 0.5, 0.5)",-0.0001,0.02,-0.010837505,0.023500149907743087,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0002,0.01,-0.012233129999999998,0.012193666701612248,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0002,0.02,-0.012362854999999999,0.0213526799696068,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0003,0.02,-0.0123637125,0.023021289925627655,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0003,0.005,-0.012376129999999999,0.012260056069072595,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0003,0.01,-0.01242174,0.014848402506217526,4000,,,,,
"(0.0, 0.0, -0.5)",0.0003,0.02,-0.0124251875,0.02192506065182014,4000,,,,,
"(-0.5, 0.0, -0.5)",-0.0001,0.02,-0.012468192500000001,0.021581512322505943,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0003,0.005,-0.012485457500000002,0.00925886832725087,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0003,0.01,-0.012558085,0.012674827696937802,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0002,0.02,-0.0125968725,0.022941770134363403,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0002,0.005,-0.0126073625,0.009300080284165116,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0002,0.005,-0.012627682500000001,0.012299372666774217,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0002,0.01,-0.01267615,0.015095668780530473,4000,,,,,
"(0.0, 0.0, -0.5)",0.0002,0.02,-0.012689375,0.02164807635245716,4000,,,,,
"(0.5, 0.0, -0.5)",0.0003,0.02,-0.012708617500000002,0.022066079700119534,4000,,,,,
"(-0.5, 0.5, 0.0)",-0.0001,0.005,-0.012820880000000002,0.012236712293648939,4000,,,,,
"(0.0, 0.5, 0.0)",0.0003,0.02,-0.01284276,0.02377506748762051,4000,,,,,
"(0.0, 0.0, -0.5)",0.0002,0.005,-0.0128817575,0.009748584402909924,4000,,,,,
"(-0.5, 0.0, -0.5)",-0.0001,0.01,-0.0128880675,0.012703263528184794,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0003,0.02,-0.01289397,0.021425817343833368,4000,,,,,
"(0.0, 0.5, 0.0)",0.0003,0.01,-0.012900815,0.015434587540939182,4000,,,,,
"(-0.5, 0.0, -0.5)",-0.0001,0.005,-0.012907565,0.009306743393310163,4000,,,,,
"(0.0, 0.5, 0.0)",0.0003,0.005,-0.012936892500000002,0.012794715264636382,4000,,,,,
"(0.0, 0.0, -0.5)",0.0002,0.01,-0.0129585025,0.013473586976711065,4000,,,,,
"(0.0, 0.0, -0.5)",0.0003,0.01,-0.01298023,0.01295505458332438,4000,,,,,
"(0.0, 0.0, -0.5)",0.0003,0.005,-0.0130074625,0.009723729424175294,4000,,,,,
"(0.0, 0.0, -0.5)",-0.0001,0.02,-0.0130341325,0.022009859854850312,4000,,,,,
"(-0.5, 0.5, 0.0)",-0.0001,0.01,-0.0130364425,0.014883827864570636,4000,,,,,
"(0.0, 0.5, 0.0)",0.0002,0.005,-0.013082735,0.012706648289279993,4000,,,,,
"(0.0, 0.5, 0.0)",-0.0001,0.01,-0.0131257225,0.015394297290726262,4000,,,,,
"(-0.5, 0.5, 0.0)",-0.0001,0.02,-0.0132175125,0.02255920020226306,4000,,,,,
"(0.0, 0.0, -0.5)",-0.0001,0.01,-0.013226110000000001,0.012886447489518813,4000,,,,,
"(0.5, 0.0, -0.5)",0.0003,0.01,-0.0133091,0.013491737024267205,4000,,,,,
"(0.0, 0.5, 0.0)",0.0002,0.01,-0.013309475000000001,0.015350610713802138,4000,,,,,
"(0.0, 0.0, -0.5)",-0.0001,0.005,-0.0133155025,0.009644848247739524,4000,,,,,
"(0.0, 0.5, 0.0)",-0.0001,0.005,-0.0133975275,0.012669443658361522,4000,,,,,
"(0.5, 0.0, -0.5)",0.0002,0.005,-0.01343817,0.010186614610870863,4000,,,,,
"(0.5, 0.5, 0.0)",0.0003,0.005,-0.013475405000000001,0.013143917478348845,4000,,,,,
"(0.5, 0.0, -0.5)",0.0003,0.005,-0.01352736,0.010121793868093589,4000,,,,,
"(0.5, 0.5, 0.0)",-0.0001,0.02,-0.013553355,0.02351594265033101,4000,,,,,
"(0.5, 0.5, 0.0)",0.0002,0.02,-0.0135947325,0.02336230554565509,4000,,,,,
"(0.5, 0.5, 0.0)",0.0003,0.02,-0.013597894999999999,0.02333758463472859,4000,,,,,
"(0.0, 0.5, 0.0)",0.0002,0.02,-0.013637112500000001,0.02276324950922867,4000,,,,,
"(0.5, 0.5, 0.0)",0.0002,0.005,-0.013709885,0.013026713779950483,4000,,,,,
"(0.5, 0.5, 0.0)",0.0002,0.01,-0.013722185,0.015780371718013,4000,,,,,
"(0.5, 0.0, -0.5)",0.0002,0.02,-0.013780417500000001,0.02212643205873026,4000,,,,,
"(0.5, 0.5, 0.0)",0.0003,0.01,-0.013839555,0.015567084630172286,4000,,,,,
"(0.5, 0.0, -0.5)",0.0002,0.01,-0.0138916825,0.013489774662658596,4000,,,,,
"(0.0, 0.5, 0.0)",-0.0001,0.02,-0.0139081575,0.023668573764090695,4000,,,,,
"(0.5, 0.0, -0.5)",-0.0001,0.005,-0.01393182,0.009986987534667516,4000,,,,,
"(0.5, 0.0, -0.5)",-0.0001,0.01,-0.013964745,0.013256423508097174,4000,,,,,
"(0.5, 0.5, 0.0)",-0.0001,0.005,-0.014053610000000001,0.013094429105016243,4000,,,,,
"(0.5, 0.5, 0.0)",-0.0001,0.01,-0.01407013,0.01581755041270186,4000,,,,,
"(0.5, 0.0, -0.5)",-0.0001,0.02,-0.01426748,0.022103597158639972,4000,,,,,
"(-0.5, 0.5, -0.5)",0.0003,0.02,-0.015809492499999998,0.022048961228145283,4000,,,,,
"(-0.5, 0.5, -0.5)",0.0002,0.02,-0.01589674,0.02284637107595502,4000,,,,,
"(-0.5, 0.5, -0.5)",0.0003,0.01,-0.015904225,0.01461164891175377,4000,,,,,
"(-0.5, 0.5, -0.5)",0.0003,0.005,-0.016008295,0.01189991196476541,4000,,,,,
"(-0.5, 0.5, -0.5)",0.0002,0.01,-0.016063325,0.014708372511935597,4000,,,,,
"(-0.5, 0.5, -0.5)",0.0002,0.005,-0.01609341,0.011842488241659288,4000,,,,,
"(-0.5, 0.5, -0.5)",-0.0001,0.005,-0.01630613,0.011794319175531224,4000,,,,,
"(-0.5, 0.5, -0.5)",-0.0001,0.02,-0.0163520425,0.022712185470478336,4000,,,,,
"(0.0, 0.5, -0.5)",0.0003,0.005,-0.0164270925,0.012171800816034549,4000,,,,,
"(0.0, 0.5, -0.5)",0.0002,0.005,-0.01649876,0.012280708868586456,4000,,,,,
"(-0.5, 0.5, -0.5)",-0.0001,0.01,-0.016523095,0.01482526521493454,4000,,,,,
"(0.0, 0.5, -0.5)",0.0003,0.01,-0.016533774999999997,0.014954422766842175,4000,,,,,
"(0.0, 0.5, -0.5)",0.0002,0.01,-0.01655694,0.015019056348512722,4000,,,,,
"(0.0, 0.5, -0.5)",0.0002,0.02,-0.0165945725,0.02305030401200827,4000,,,,,
"(0.0, 0.5, -0.5)",-0.0001,0.01,-0.016633487500000002,0.0149179779721998,4000,,,,,
"(0.0, 0.5, -0.5)",-0.0001,0.005,-0.016774495,0.012296924596565135,4000,,,,,
"(0.0, 0.5, -0.5)",0.0003,0.02,-0.016895197499999997,0.023394182941703073,4000,,,,,
"(0.5, 0.5, -0.5)",0.0003,0.01,-0.0169179625,0.015603583243156041,4000,,,,,
"(0.5, 0.5, -0.5)",0.0003,0.005,-0.01693354,0.012637744575888185,4000,,,,,
"(0.5, 0.5, -0.5)",0.0002,0.02,-0.016952582499999997,0.023347034895577105,4000,,,,,
"(0.5, 0.5, -0.5)",0.0002,0.005,-0.01703172,0.012604623650706269,4000,,,,,
"(0.5, 0.5, -0.5)",0.0002,0.01,-0.017077525000000003,0.015486739781233437,4000,,,,,
"(0.0, 0.5, -0.5)",-0.0001,0.02,-0.017108944999999997,0.022869165175316904,4000,,,,,
"(0.5, 0.5, -0.5)",0.0003,0.02,-0.0171527625,0.02308257860600435,4000,,,,,
"(0.5, 0.5, -0.5)",-0.0001,0.02,-0.017333572499999998,0.022973763828949764,4000,,,,,
"(0.5, 0.5, -0.5)",-0.0001,0.01,-0.01742928,0.015559102205685335,4000,,,,,
"(0.5, 0.5, -0.5)",-0.0001,0.005,-0.01743822,0.01265278334056054,4000,,,,,
