stock_id,t,state,characteristic_1,characteristic_2,characteristic_3,mu,alpha,epsilon_variance,beta_mkt,beta_smb,beta_hml,MKT,SMB,HML,epsilon,raw_return,return,price
stock_001,t_9,0,-1.4960177411651123,-1.53688943261225,-0.042111629975074505,"(-0.5,-0.5,0.0)",0.020%,2.500%,0.7007964517669776,-0.36844471630612496,-0.021055814987537252,-0.276%,0.364%,-0.068%,-1.815%,-2.121%,-2.121%,96.20412078064588
stock_002,t_0,0,-0.8793287433216036,-0.8476897532423633,0.9029536978671638,"(-0.5,-0.5,0.5)",0.020%,2.500%,0.8241342513356793,-0.02384487662118162,0.4514768489335819,1.224%,-0.611%,0.230%,-0.702%,0.446%,0.446%,100.44587802263179
stock_002,t_1,0,-1.092939521422728,-1.006747405499511,1.030902842813064,"(-0.5,-0.5,0.5)",0.020%,2.500%,0.7814120957154544,-0.10337370274975544,0.515451421406532,0.948%,-1.208%,-0.152%,-3.752%,-2.945%,-2.945%,97.48822070605651
stock_002,t_2,0,-1.222736942396831,-1.2113871368693172,1.1497448632744578,"(-0.5,-0.5,0.5)",0.020%,2.500%,0.7554526115206338,-0.20569356843465858,0.5748724316372289,1.530%,-0.260%,-0.647%,-2.564%,-1.706%,-1.706%,95.82493931194654
stock_002,t_3,0,-1.2443605243104965,-1.3910408643565972,1.273399579741149,"(-0.5,-0.5,0.5)",0.020%,2.500%,0.7511278951379007,-0.2955204321782986,0.6366997898705745,-0.031%,-0.256%,-0.373%,-1.345%,-1.509%,-1.509%,94.37870591697127
stock_002,t_4,0,-1.294570204661886,-1.439825559173596,1.2409462555684396,"(-0.5,-0.5,0.5)",0.020%,2.500%,0.7410859590676228,-0.319912779586798,0.6204731277842198,1.013%,-0.691%,-0.598%,3.071%,3.692%,3.692%,97.86329190606556
stock_002,t_5,0,-1.3371428625673938,-1.4676561760066655,1.320575638800768,"(-0.5,-0.5,0.5)",0.020%,2.500%,0.7325714274865212,-0.33382808800333275,0.660287819400384,0.970%,-0.203%,0.375%,-1.599%,-0.553%,-0.553%,97.32227818290178
stock_002,t_6,0,-1.3678317319373996,-1.3578697809250777,1.3440128275721175,"(-0.5,-0.5,0.5)",0.020%,2.500%,0.72643365361252,-0.27893489046253883,0.6720064137860587,0.325%,-0.599%,0.126%,1.601%,2.108%,2.108%,99.37376403048708
stock_002,t_7,0,-1.4505004753166215,-1.3718588195039216,1.3868081389601823,"(-0.5,-0.5,0.5)",0.020%,2.500%,0.7098999049366757,-0.2859294097519608,0.6934040694800911,-2.195%,-0.483%,-0.466%,-1.346%,-3.070%,-3.070%,96.32330693865896
stock_002,t_8,0,-1.361274054441378,-1.3416015579226745,1.4228375538730893,"(-0.5,-0.5,0.5)",0.020%,2.500%,0.7277451891117244,-0.27080077896133725,0.7114187769365447,-0.288%,-0.954%,0.359%,0.620%,0.944%,0.944%,97.23290954041993
stock_002,t_9,0,-1.297029961913722,-1.4433667959091094,1.3864593180525233,"(-0.5,-0.5,0.5)",0.020%,2.500%,0.7405940076172556,-0.3216833979545547,0.6932296590262617,-0.276%,0.364%,-0.068%,-0.353%,-0.702%,-0.702%,96.5503369117428
stock_003,t_0,0,-0.8805945564843315,-0.023388588189346075,-0.9076011688533785,"(-0.5,0.0,-0.5)",0.020%,2.500%,0.8238810887031337,0.388305705905327,-0.45380058442668925,1.224%,-0.611%,0.230%,2.183%,2.870%,2.870%,102.87011286532336
stock_003,t_1,0,-1.0342774049059513,-0.028535944149001354,-1.1781891374248554,"(-0.5,0.0,-0.5)",0.020%,2.500%,0.7931445190188098,0.3857320279254993,-0.5890945687124277,0.948%,-1.208%,-0.152%,-1.337%,-0.942%,-0.942%,101.9007863129756
stock_003,t_2,0,-1.2332150580613208,0.000262467150160834,-1.215535345252493,"(-0.5,0.0,-0.5)",0.020%,2.500%,0.7533569883877358,0.40013123357508046,-0.6077676726262465,1.530%,-0.260%,-0.647%,-3.931%,-2.470%,-2.470%,99.3843190076517
stock_003,t_3,0,-1.1817859342383514,0.1750023516080443,-1.2652334084175607,"(-0.5,0.0,-0.5)",0.020%,2.500%,0.7636428131523297,0.4875011758040222,-0.6326167042087804,-0.031%,-0.256%,-0.373%,-3.455%,-3.348%,-3.348%,96.05739520402612
stock_003,t_4,0,-1.3275331444568401,-0.014171248298649727,-1.3063390277307843,"(-0.5,0.0,-0.5)",0.020%,2.500%,0.7344933711086319,0.3929143758506752,-0.6531695138653921,1.013%,-0.691%,-0.598%,-1.330%,-0.447%,-0.447%,95.62803726240911
stock_003,t_5,0,-1.4116730096155659,-0.034132747004903444,-1.3858461759685983,"(-0.5,0.0,-0.5)",0.020%,2.500%,0.7176653980768868,0.3829336264975483,-0.6929230879842991,0.970%,-0.203%,0.375%,-3.123%,-2.744%,-2.744%,93.00441353924931
stock_003,t_6,0,-1.426034909435101,0.041772528294071375,-1.3913771003328683,"(-0.5,0.0,-0.5)",0.020%,2.500%,0.7147930181129798,0.4208862641470357,-0.6956885501664342,0.325%,-0.599%,0.126%,1.026%,0.938%,0.938%,93.87700347652792
stock_003,t_7,0,-1.436440781355137,-0.034987081778402304,-1.504876091898626,"(-0.5,0.0,-0.5)",0.020%,2.500%,0.7127118437289726,0.3825064591107989,-0.752438045949313,-2.195%,-0.483%,-0.466%,-1.164%,-2.543%,-2.543%,91.48983690936313
stock_003,t_8,0,-1.4628649824252389,-0.02596855620506073,-1.3720936649193138,"(-0.5,0.0,-0.5)",0.020%,2.500%,0.7074270035149521,0.38701572189746963,-0.6860468324596569,-0.288%,-0.954%,0.359%,5.937%,5.138%,5.138%,96.1903019110089
stock_003,t_9,0,-1.443045767288032,0.04208480912809398,-1.421818618109903,"(-0.5,0.0,-0.5)",0.020%,2.500%,0.7113908465423936,0.421042404564047,-0.7109093090549515,-0.276%,0.364%,-0.068%,-4.344%,-4.319%,-4.319%,92.03624021666624
stock_004,t_0,0,-0.8960966259850214,-0.05790700573394231,-0.043513563872145194,"(-0.5,0.0,0.0)",0.020%,2.500%,0.8207806748029958,0.37104649713302884,-0.021756781936072597,1.224%,-0.611%,0.230%,0.509%,1.303%,1.303%,101.30252866855368
stock_004,t_1,0,-0.9547546229441541,-0.08692275448052567,0.02202553570728632,"(-0.5,0.0,0.0)",0.020%,2.500%,0.8090490754111692,0.3565386227597372,0.01101276785364316,0.948%,-1.208%,-0.152%,-2.820%,-2.466%,-2.466%,98.80462760424737
stock_004,t_2,0,-1.1747661355989218,-0.0006054096398870404,0.0374136561760879,"(-0.5,0.0,0.0)",0.020%,2.500%,0.7650467728802156,0.3996972951800565,0.01870682808804395,1.530%,-0.260%,-0.647%,-1.234%,-0.159%,-0.159%,98.64762361484489
stock_004,t_3,0,-1.2729962619987845,-0.0028392678340526177,-0.014968385211306293,"(-0.5,0.0,0.0)",0.020%,2.500%,0.7454007476002431,0.3985803660829737,-0.007484192605653146,-0.031%,-0.256%,-0.373%,0.354%,0.251%,0.251%,98.8954915133197
stock_004,t_4,0,-1.300683238210285,-0.029144532912581,-0.08326579621338398,"(-0.5,0.0,0.0)",0.020%,2.500%,0.739863352357943,0.3854277335437095,-0.04163289810669199,1.013%,-0.691%,-0.598%,-5.813%,-5.286%,-5.286%,93.66827315727022
stock_004,t_5,0,-1.4221203592958624,-0.008588671329850481,0.0406227078459265,"(-0.5,0.0,0.0)",0.020%,2.500%,0.7155759281408275,0.39570566433507476,0.02031135392296325,0.970%,-0.203%,0.375%,0.592%,1.234%,1.234%,94.8237919625631
stock_004,t_6,0,-1.4147787367279046,-0.012700935930995767,0.043554328476004794,"(-0.5,0.0,0.0)",0.020%,2.500%,0.7170442526544191,0.39364953203450215,0.021777164238002397,0.325%,-0.599%,0.126%,4.757%,4.777%,4.777%,99.3536302286799
stock_004,t_7,0,-1.3412460743707286,0.004907341726684132,0.0036546796593788893,"(-0.5,0.0,0.0)",0.020%,2.500%,0.7317507851258542,0.4024536708633421,0.0018273398296894446,-2.195%,-0.483%,-0.466%,-1.134%,-2.915%,-2.915%,96.45729738279141
stock_004,t_8,0,-1.3054326257373803,0.028915158430041495,0.0945209012983558,"(-0.5,0.0,0.0)",0.020%,2.500%,0.7389134748525239,0.41445757921502074,0.0472604506491779,-0.288%,-0.954%,0.359%,0.650%,0.079%,0.079%,96.53322815135782
stock_004,t_9,0,-1.3375371404959828,-0.054673288923703045,-0.02065096611080862,"(-0.5,0.0,0.0)",0.020%,2.500%,0.7324925719008034,0.3726633555381485,-0.01032548305540431,-0.276%,0.364%,-0.068%,2.562%,2.517%,2.517%,98.96283646318462
stock_005,t_0,0,-0.725944324066125,0.10341994324699783,0.8142288472030439,"(-0.5,0.0,0.5)",0.020%,2.500%,0.854811135186775,0.4517099716234989,0.40711442360152195,1.224%,-0.611%,0.230%,-0.410%,0.474%,0.474%,100.4744779598681
stock_005,t_1,0,-0.9948550499111405,0.15490962064508074,0.9628260097593693,"(-0.5,0.0,0.5)",0.020%,2.500%,0.8010289900177718,0.4774548103225404,0.48141300487968464,0.948%,-1.208%,-0.152%,-1.452%,-1.323%,-1.323%,99.14486902301554
stock_005,t_2,0,-1.2003394035795907,0.13929086110064515,1.1021605989720147,"(-0.5,0.0,0.5)",0.020%,2.500%,0.7599321192840819,0.4696454305503226,0.5510802994860073,1.530%,-0.260%,-0.647%,-5.689%,-4.985%,-4.985%,94.20244146587123
stock_005,t_3,0,-1.2805279243299383,0.0807324858039486,1.2366588622597456,"(-0.5,0.0,0.5)",0.020%,2.500%,0.7438944151340123,0.44036624290197435,0.6183294311298728,-0.031%,-0.256%,-0.373%,1.602%,1.256%,1.256%,95.38592631712862
stock_005,t_4,0,-1.247894239135637,0.05791121018667132,1.3424645880654462,"(-0.5,0.0,0.5)",0.020%,2.500%,0.7504211521728726,0.4289556050933357,0.6712322940327231,1.013%,-0.691%,-0.598%,-0.283%,-0.201%,-0.201%,95.19462416084771
stock_005,t_5,0,-1.4341415815000254,0.034719182505529286,1.3220081660249678,"(-0.5,0.0,0.5)",0.020%,2.500%,0.7131716836999948,0.4173595912527647,0.6610040830124839,0.970%,-0.203%,0.375%,-2.532%,-1.657%,-1.657%,93.61730859887072
stock_005,t_6,0,-1.5053208116004344,-0.030121673387131002,1.3392579014741803,"(-0.5,0.0,0.5)",0.020%,2.500%,0.6989358376799131,0.3849391633064345,0.6696289507370902,0.325%,-0.599%,0.126%,0.316%,0.417%,0.417%,94.0077226161722
stock_005,t_7,0,-1.4235043749989216,-0.09916265076600898,1.3723555255138822,"(-0.5,0.0,0.5)",0.020%,2.500%,0.7152991250002156,0.35041867461699555,0.6861777627569411,-2.195%,-0.483%,-0.466%,-1.459%,-3.499%,-3.499%,90.71871215560421
stock_005,t_8,0,-1.4543280097493136,-0.0841161086596235,1.4521965611022998,"(-0.5,0.0,0.5)",0.020%,2.500%,0.7091343980501372,0.3579419456701883,0.7260982805511499,-0.288%,-0.954%,0.359%,-1.321%,-1.586%,-1.586%,89.2801863906932
stock_005,t_9,0,-1.413026280116818,0.025568415817809338,1.4346574239615009,"(-0.5,0.0,0.5)",0.020%,2.500%,0.7173947439766364,0.4127842079089047,0.7173287119807504,-0.276%,0.364%,-0.068%,1.516%,1.440%,1.440%,90.56538916774497
stock_006,t_0,0,-0.8667565567002421,0.81156847098717,-0.8104501925237266,"(-0.5,0.5,-0.5)",0.020%,2.500%,0.8266486886599516,0.805784235493585,-0.4052250962618633,1.224%,-0.611%,0.230%,-3.346%,-2.899%,-2.899%,97.1011334066769
stock_006,t_1,0,-1.0527973603479348,0.9624562218076584,-1.02136323824275,"(-0.5,0.5,-0.5)",0.020%,2.500%,0.7894405279304131,0.8812281109038292,-0.510681619121375,0.948%,-1.208%,-0.152%,2.618%,2.399%,2.399%,99.43051281409441
stock_006,t_2,0,-1.1706245844178234,1.2766449864270133,-1.0512754281808874,"(-0.5,0.5,-0.5)",0.020%,2.500%,0.7658750831164354,1.0383224932135067,-0.5256377140904437,1.530%,-0.260%,-0.647%,-3.494%,-2.232%,-2.232%,97.21113315466295
stock_006,t_3,0,-1.3121005809051145,1.312576239484608,-1.271135548427797,"(-0.5,0.5,-0.5)",0.020%,2.500%,0.7375798838189771,1.056288119742304,-0.6355677742138985,-0.031%,-0.256%,-0.373%,-1.657%,-1.693%,-1.693%,95.56513977416671
stock_006,t_4,0,-1.3883077984261338,1.3721108558804158,-1.253886889224774,"(-0.5,0.5,-0.5)",0.020%,2.500%,0.7223384403147732,1.086055427940208,-0.626943444612387,1.013%,-0.691%,-0.598%,4.807%,5.183%,5.183%,100.5180828261605
stock_006,t_5,0,-1.4461450992416034,1.3526232699182024,-1.4438638197804226,"(-0.5,0.5,-0.5)",0.020%,2.500%,0.7107709801516793,1.0763116349591013,-0.7219319098902113,0.970%,-0.203%,0.375%,2.818%,3.039%,3.039%,103.57287861553725
stock_006,t_6,0,-1.4497542697397365,1.315460260735258,-1.4702778484992391,"(-0.5,0.5,-0.5)",0.020%,2.500%,0.7100491460520526,1.057730130367629,-0.7351389242496196,0.325%,-0.599%,0.126%,0.244%,-0.231%,-0.231%,103.33338911621406
stock_006,t_7,0,-1.494951922020884,1.3493934162227643,-1.5611443050059033,"(-0.5,0.5,-0.5)",0.020%,2.500%,0.7010096155958232,1.0746967081113823,-0.7805721525029516,-2.195%,-0.483%,-0.466%,-2.351%,-4.025%,-4.025%,99.17422656901782
stock_006,t_8,0,-1.559741464037034,1.5048605472664949,-1.591989153130279,"(-0.5,0.5,-0.5)",0.020%,2.500%,0.6880517071925931,1.1524302736332475,-0.7959945765651395,-0.288%,-0.954%,0.359%,-1.323%,-2.886%,-2.886%,96.31208357562332
stock_006,t_9,0,-1.5796390863313505,1.5883741674225007,-1.360488919380257,"(-0.5,0.5,-0.5)",0.020%,2.500%,0.6840721827337299,1.1941870837112503,-0.6802444596901285,-0.276%,0.364%,-0.068%,0.183%,0.496%,0.496%,96.78975519391597
stock_007,t_0,0,-0.8952939977295205,0.8029050625927181,0.02049333305643057,"(-0.5,0.5,0.0)",0.020%,2.500%,0.8209412004540959,0.8014525312963591,0.010246666528215286,1.224%,-0.611%,0.230%,0.094%,0.632%,0.632%,100.63197933940091
stock_007,t_1,0,-0.9782192398598528,0.9626768659795724,-0.001396004269846712,"(-0.5,0.5,0.0)",0.020%,2.500%,0.8043561520280295,0.8813384329897862,-0.000698002134923356,0.948%,-1.208%,-0.152%,-0.227%,-0.510%,-0.510%,100.11888509383579
stock_007,t_2,0,-1.0892022513451998,1.1518259273547193,-0.02347676704920632,"(-0.5,0.5,0.0)",0.020%,2.500%,0.78215954973096,0.9759129636773597,-0.01173838352460316,1.530%,-0.260%,-0.647%,-0.077%,0.894%,0.894%,101.01372924143679
stock_007,t_3,0,-1.2160108412453423,1.1661931042783689,-0.02955032322046402,"(-0.5,0.5,0.0)",0.020%,2.500%,0.7567978317509315,0.9830965521391845,-0.01477516161023201,-0.031%,-0.256%,-0.373%,-0.536%,-0.786%,-0.786%,100.22017870343487
stock_007,t_4,0,-1.3063902962100098,1.2719557111585151,-0.052527343222442575,"(-0.5,0.5,0.0)",0.020%,2.500%,0.738721940757998,1.0359778555792576,-0.026263671611221288,1.013%,-0.691%,-0.598%,-3.605%,-3.537%,-3.537%,96.67508415696909
stock_007,t_5,0,-1.3208613811837981,1.3875341613222245,-0.024817013434479708,"(-0.5,0.5,0.0)",0.020%,2.500%,0.7358277237632403,1.0937670806611122,-0.012408506717239854,0.970%,-0.203%,0.375%,-1.291%,-0.784%,-0.784%,95.91702778843278
stock_007,t_6,0,-1.3374545132655167,1.4050865257141179,-0.01612599514692696,"(-0.5,0.5,0.0)",0.020%,2.500%,0.7325090973468966,1.102543262857059,-0.00806299757346348,0.325%,-0.599%,0.126%,2.287%,1.883%,1.883%,97.72322884591597
stock_007,t_7,0,-1.4126389156351566,1.4322958974145752,-0.016319092750311893,"(-0.5,0.5,0.0)",0.020%,2.500%,0.7174722168729686,1.1161479487072876,-0.008159546375155946,-2.195%,-0.483%,-0.466%,-3.421%,-5.511%,-5.511%,92.33787641732621
stock_007,t_8,0,-1.2926251966270161,1.5253936274679887,0.012543382865687316,"(-0.5,0.5,0.0)",0.020%,2.500%,0.7414749606745967,1.1626968137339944,0.006271691432843658,-0.288%,-0.954%,0.359%,-0.474%,-1.774%,-1.774%,90.69996289140512
stock_007,t_9,0,-1.3859898103892467,1.4247611695351876,0.07962177604802867,"(-0.5,0.5,0.0)",0.020%,2.500%,0.7228020379221507,1.1123805847675938,0.039810888024014335,-0.276%,0.364%,-0.068%,-2.049%,-1.826%,-1.826%,89.04367842571621
stock_008,t_0,0,-0.8092350464911716,0.8538086042034966,0.7203248407815483,"(-0.5,0.5,0.5)",0.020%,2.500%,0.8381529907017656,0.8269043021017484,0.3601624203907742,1.224%,-0.611%,0.230%,0.278%,0.902%,0.902%,100.90244926868372
stock_008,t_1,0,-0.9703564713257709,1.0822408130251346,0.9015853054431378,"(-0.5,0.5,0.5)",0.020%,2.500%,0.8059287057348459,0.9411204065125673,0.4507926527215689,0.948%,-1.208%,-0.152%,-0.972%,-1.393%,-1.393%,99.4963932084925
stock_008,t_2,0,-1.159023194808748,1.2192795607277287,1.0891784564394142,"(-0.5,0.5,0.5)",0.020%,2.500%,0.7681953610382504,1.0096397803638644,0.5445892282197071,1.530%,-0.260%,-0.647%,3.693%,4.274%,4.274%,103.74927110519805
stock_008,t_3,0,-1.2708953477738996,1.286322418389066,1.1928473539932063,"(-0.5,0.5,0.5)",0.020%,2.500%,0.7458209304452201,1.043161209194533,0.5964236769966031,-0.031%,-0.256%,-0.373%,1.266%,0.774%,0.774%,104.55228150634565
stock_008,t_4,0,-1.3169282253268866,1.4243990903324824,1.1213512736397062,"(-0.5,0.5,0.5)",0.020%,2.500%,0.7366143549346227,1.1121995451662412,0.5606756368198531,1.013%,-0.691%,-0.598%,-3.280%,-3.618%,-3.618%,100.77009552821363
stock_008,t_5,0,-1.3702143623330574,1.4364501539984604,1.2466379672470351,"(-0.5,0.5,0.5)",0.020%,2.500%,0.7259571275333885,1.1182250769992303,0.6233189836235176,0.970%,-0.203%,0.375%,1.678%,2.409%,2.409%,103.19739865146768
stock_008,t_6,0,-1.4129542103957646,1.3282892931502843,1.3299944077334194,"(-0.5,0.5,0.5)",0.020%,2.500%,0.717409157920847,1.064144646575142,0.6649972038667097,0.325%,-0.599%,0.126%,-1.937%,-2.237%,-2.237%,100.88837661598859
stock_008,t_7,0,-1.3147792239073959,1.2713563562527166,1.4163260458486138,"(-0.5,0.5,0.5)",0.020%,2.500%,0.7370441552185207,1.0356781781263584,0.7081630229243069,-2.195%,-0.483%,-0.466%,-1.442%,-3.871%,-3.871%,96.98336123236645
stock_008,t_8,0,-1.374318008927181,1.322702170814535,1.357438019159362,"(-0.5,0.5,0.5)",0.020%,2.500%,0.7251363982145638,1.0613510854072676,0.678719009579681,-0.288%,-0.954%,0.359%,0.785%,-0.173%,-0.173%,96.81594639713393
stock_008,t_9,0,-1.41337407614402,1.4377590867113852,1.4172940269728476,"(-0.5,0.5,0.5)",0.020%,2.500%,0.7173251847711959,1.1188795433556926,0.7086470134864238,-0.276%,0.364%,-0.068%,-1.229%,-1.048%,-1.048%,95.80154632371455
stock_009,t_0,0,0.10393869632459664,-0.7543552866613383,-0.7986547992642253,"(0.0,-0.5,-0.5)",0.020%,2.500%,1.0207877392649194,0.022822356669330857,-0.39932739963211267,1.224%,-0.611%,0.230%,2.232%,3.396%,3.396%,103.39640500588996
stock_009,t_1,0,0.17219622418105535,-0.9639913468055721,-0.9694463289139231,"(0.0,-0.5,-0.5)",0.020%,2.500%,1.034439244836211,-0.08199567340278602,-0.48472316445696156,0.948%,-1.208%,-0.152%,-1.936%,-0.764%,-0.764%,102.60690715153336
stock_009,t_2,0,0.09413328850560349,-1.1226016264720695,-1.1719855431920667,"(0.0,-0.5,-0.5)",0.020%,2.500%,1.0188266577011207,-0.16130081323603473,-0.5859927715960334,1.530%,-0.260%,-0.647%,-1.547%,0.452%,0.452%,103.07096590799078
stock_009,t_3,0,0.12056167360433345,-1.3003892745937373,-1.2148495825297836,"(0.0,-0.5,-0.5)",0.020%,2.500%,1.0241123347208667,-0.25019463729686864,-0.6074247912648918,-0.031%,-0.256%,-0.373%,-1.641%,-1.362%,-1.362%,101.66710664402494
stock_009,t_4,0,0.06692602439250718,-1.27497820287789,-1.2446000893204836,"(0.0,-0.5,-0.5)",0.020%,2.500%,1.0133852048785015,-0.23748910143894497,-0.6223000446602418,1.013%,-0.691%,-0.598%,-1.414%,0.169%,0.169%,101.83851151061955
stock_009,t_5,0,0.15274068531393775,-1.2848893504023098,-1.4033124733975086,"(0.0,-0.5,-0.5)",0.020%,2.500%,1.0305481370627876,-0.24244467520115487,-0.7016562366987543,0.970%,-0.203%,0.375%,2.748%,3.554%,3.554%,105.45829257346475
stock_009,t_6,0,0.09526425508016749,-1.4054985093171903,-1.4432498982503572,"(0.0,-0.5,-0.5)",0.020%,2.500%,1.0190528510160335,-0.30274925465859515,-0.7216249491251786,0.325%,-0.599%,0.126%,1.572%,2.014%,2.014%,107.58187131265919
stock_009,t_7,0,0.15259547179871216,-1.375322002402312,-1.4800482595774571,"(0.0,-0.5,-0.5)",0.020%,2.500%,1.0305190943597424,-0.287661001201156,-0.7400241297887286,-2.195%,-0.483%,-0.466%,4.275%,2.516%,2.516%,110.28895861250749
stock_009,t_8,0,0.038364014682738985,-1.3919923759889272,-1.5350249776882148,"(0.0,-0.5,-0.5)",0.020%,2.500%,1.0076728029365478,-0.2959961879944636,-0.7675124888441074,-0.288%,-0.954%,0.359%,5.669%,5.406%,5.406%,116.25138433957014
stock_009,t_9,0,-0.015331807100014524,-1.3860744760997281,-1.428447513330938,"(0.0,-0.5,-0.5)",0.020%,2.500%,0.9969336385799971,-0.29303723804986404,-0.714223756665469,-0.276%,0.364%,-0.068%,-2.577%,-2.890%,-2.890%,112.8920825950602
stock_010,t_0,0,0.03652568833346639,-0.962477370515886,0.018262003741815587,"(0.0,-0.5,0.0)",0.020%,2.500%,1.0073051376666933,-0.08123868525794298,0.009131001870907793,1.224%,-0.611%,0.230%,0.176%,1.481%,1.481%,101.48116228269903
stock_010,t_1,0,0.028063711810707825,-1.1007768737129644,0.10884288333125255,"(0.0,-0.5,0.0)",0.020%,2.500%,1.0056127423621415,-0.15038843685648218,0.05442144166562628,0.948%,-1.208%,-0.152%,-2.941%,-1.794%,-1.794%,99.66037569026253
