t,market_index,price_std,MKT,SMB,HML
t_60,62.6029353083105,19.790760781199847,-0.03175188510753297,0.004956245054316754,0.0022031147363946223
t_61,61.78571774761353,19.76764604788304,-0.015418875744589007,-0.00045620491186291784,0.000663490559834206
t_62,61.18038713720503,20.069734345658574,-0.0066435772688738836,-0.024562361596390633,0.005560610244058046
t_63,60.02985417217041,20.11992612094428,-0.01357902639481376,-0.022505039233160818,0.004728475964351527
t_64,60.03356541554043,20.466803896605867,0.0017899818705058128,-0.009399576687622157,0.005314821163635493
t_65,58.50538411686476,21.03083660763353,-0.013166400597728825,-0.060210100676656636,0.0062456358123106894
t_66,57.420364823378705,21.28251440552666,-0.01911588289391599,-0.010689872501160734,0.015473297004871399
t_67,56.41719073958697,21.210234863501277,-0.012227886348362658,-0.018781493298034448,-0.007671175302321753
t_68,55.004515013590144,21.271194422485024,-0.019438300234249858,-0.03336357565433179,-0.009104669431600616
t_69,54.37722318064337,21.390882890803827,-0.007022643317132402,-0.01905257418266544,0.002226463013486649
t_70,53.92258948355391,21.40450759581168,-0.0060782685511585575,-0.00788171229999114,0.0028843318704562045
t_71,54.16589032221514,21.727784517434415,0.010888044457462304,-0.028528333371285977,-0.01742018454642192
t_72,54.39548820103221,22.164270475650596,0.006486818722978246,-0.017810098707858758,0.0027156120426102778
t_73,53.57206797784649,21.620321882740765,-0.019305862680639177,0.016651369441111195,0.008407094885551669
t_74,50.54518764790855,20.756703974796437,-0.061196721173713366,0.0005950703437873055,0.012137206507282899
t_75,48.83532566613778,19.9522738435833,-0.03589703321184443,0.0013700111618508105,-0.0019268499210783928
t_76,48.58549183600869,20.351168403779738,-0.0033315614735005203,-0.01666744488753693,0.009629195034119567
t_77,47.258994542433776,20.751315771434918,-0.01655501596969356,-0.053636148789869664,0.007929839662136435
t_78,45.20931556455884,20.800061072036314,-0.03669436318174852,-0.06489644209773304,0.009100306692431743
t_79,43.937531816997776,20.99531096475292,-0.023455872161403615,-0.036117919778797886,-0.001724137004536404
t_80,41.59726451249392,20.197415665175406,-0.050801612251446866,-0.02281552120934951,0.007883315300686264
