stock_id,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39
stock_011,98.94091837922257,99.79703096650887,97.718516960693,98.27759733467401,92.34456836257976,86.45313540027932,83.50865715705685,77.02139305139477,76.25690534931323,73.3388036383186,67.40214790220567,64.88638623377764,61.04950398365439,56.0321152836156,55.07834988526068,55.91509117378973,54.70444972589113,54.28906134612511,51.67260832794944,51.28676834134314,49.91833558800908,50.51746463292303,48.97603520836857,44.741476188955836,43.18542096734077,41.13893477419964,41.13708415843113,39.90524058753897,39.24725169395139,37.17455704824685,36.88551649472963,36.6174074345184,35.45202095536942,37.14219312752129,35.9471853271475,35.25532690368269,36.12918732122845,34.9354744554125,33.573971691296315,33.35644944154401
stock_012,100.6301008742409,101.43419116883305,98.98560703336403,98.88379474682043,93.67016061852424,89.30436033479165,84.70452644839608,81.46986150602541,79.15473874276174,77.40133312389158,75.46182576591382,73.37154475484543,72.05894622561469,70.93931320911683,70.23447635109599,70.52436707253706,68.61204745510676,67.62023369875565,65.01447140619844,62.852498057920755,61.617939574885355,59.5820244554079,59.06326653474098,56.067222101174075,53.163375139223874,50.60234883352854,49.733636325784246,50.57575812475741,52.46632634382349,52.23624819988306,51.73511045379334,49.14426062231046,50.09310790948222,52.656180733235544,50.05868193698269,49.43818531505496,47.012156153682334,46.7474586638601,45.00970296241712,47.16954101018251
stock_013,100.87713388128824,102.18281669605561,100.35764515659258,100.30348029482144,99.323798314578,94.99706847656493,92.44477863763726,90.2744194293841,89.87365419364139,89.7913588359597,87.49461852336687,87.4845071766522,85.50124130137452,81.18603108853665,79.3683996709651,81.49731020475747,81.98739986930622,81.53476299918994,79.69068759423388,77.58507704480483,74.46004625013724,73.1595726811537,74.02196159251864,70.8809795322094,64.83364636684526,63.51689404794109,63.439332223056695,61.929441484604375,58.78544305219272,55.21687246192172,54.403514448885765,56.039451659802225,54.06762736382272,53.00565903883198,53.32495644048981,51.050188350620346,50.98156759953944,50.36031502597983,47.70893634373861,50.252679340044125
stock_014,99.4978921348172,100.31396161643627,100.05830844093276,101.08779077661113,96.90636850554537,90.99318740445175,87.2693384389843,82.90701651145585,83.84319431698499,77.3182877817648,70.2158000692213,69.74805023888528,69.99741212834314,66.79588564354583,67.00643940497196,66.75607651651042,67.15381839282796,66.87072773929704,67.28482742665281,63.623900185001496,62.998330865863565,62.60713111639283,62.002010970905644,61.96569993183695,58.747486703176655,54.9562281133596,53.87890161378632,56.24706555500869,56.593561178586256,52.58641207460192,51.50038152201828,50.887627637554104,51.09687741268271,50.40768872935379,50.37334061394958,50.81089300143533,50.37062553015427,49.031297409625395,46.480489901217915,46.81304748944183
stock_015,96.41723170993215,94.00202098642238,94.85080463561818,95.10859031575386,85.59773128417848,78.72264780928566,71.20666020991877,65.02622200299413,65.22620102844942,60.18158537566524,55.700457489670534,51.639246522733295,51.2630931511929,51.60864639608702,51.74230065628813,52.415159823288406,53.96882071198881,51.46374156240971,50.72473592515118,49.79847022533244,49.02965752911528,50.114130339507774,46.67121596926375,45.90724872329154,44.8748050779977,41.612429876108045,42.53617661851372,42.59867793407929,43.47653891109197,41.837324982721306,40.36105783576177,39.90482248074635,39.27800846234478,38.795939222338035,37.36397139602138,36.142920192791586,36.16813755635124,35.03886806827839,33.30457732523524,31.402612746580253
stock_016,101.58370696381608,104.12978141613142,109.4080219705462,110.65807510067206,109.07974712678613,106.60605979959438,101.18202449780098,99.39071376133775,94.99327165823708,94.82376986988369,95.41357956797872,93.12057270746341,91.92905688582191,85.76218679517935,82.327540461361,82.91287437498772,82.92353266802166,84.45845288384304,82.39572209256147,78.61263204122734,74.56553719825601,76.90245653241425,75.61065684743663,71.4034598964712,70.03869282419906,67.29559242790228,65.42444327242507,65.34495871009375,62.268117437549286,60.69215220211028,59.26356362726181,56.43623042960708,52.847919054249545,53.32532459970828,50.81330668177366,49.951674178757344,51.404720548487155,49.300229596424785,48.33449320797603,47.64860030839387
stock_017,102.26521476903143,107.28597315676004,107.93661038135821,105.84893168390663,101.67238328085436,98.06417761497964,92.40897469102006,88.939356189846,88.0942212456347,87.6377918556402,83.61302796458679,81.09382673686288,79.034273347418,77.38160580757634,75.86058984169456,77.92883137901065,74.82876385491365,73.22352198368978,66.98341143485206,64.6999610426271,64.34385836521815,64.64314230605542,62.662679232288895,59.1383870282326,57.948680361024,55.37815488172655,55.64018967055218,56.018147339373336,56.18601292859619,55.7731220599186,51.30711819451748,51.27987437563876,49.383883082443845,50.8997888863366,50.44197736386597,48.85679954171516,49.01271982056593,46.304078382496854,44.70049987764771,44.374131885590415
stock_018,98.23403126928754,101.54118618692617,100.15053426116172,100.830200393826,93.5639803315746,93.7859408207795,88.81060285592989,84.95190345341202,84.47146550980823,80.85129567367733,78.04529216668728,76.09044642710687,72.56279707533754,71.19777412792553,69.237796942581,67.39294847527545,66.17662310742804,64.82806259871306,60.86148263845346,58.48560724180888,53.95255726562951,54.9529669387227,50.49089297374877,49.0978372522416,48.32243531727205,47.35952536947433,50.09703867547063,48.53800858051371,48.02580153989506,47.571153978118964,46.47306940185165,46.64837344610741,44.788644633644005,46.036341991342766,45.616573566265274,42.65726465721546,42.34967081630079,41.670395886385805,42.87511122672366,43.51993524910806
stock_019,101.22055642215899,101.25018493757365,99.44777929335203,96.530974125104,91.47407371420046,88.38712027103492,85.28691807242552,82.01854515740452,82.11723820235257,80.48952871231377,76.52183977064186,75.48729105327763,72.85772037556802,71.40694028959392,71.31883921584058,74.40018227234407,73.95654481783988,71.45925084558048,68.59561884976347,66.02941863129014,65.78148531778832,64.2686029573091,65.61272671734748,62.6642323930022,59.774048898304756,54.80323592205404,52.744888118127534,53.82813928002055,51.94295864221971,49.742597057927625,49.88726304996233,49.63431967309307,49.154070651590324,51.70672806973802,49.62617224965719,50.6234622623576,50.807620510504826,50.43722428389294,48.66885323438221,51.97336047073661
stock_020,104.8158684543173,102.51149087171663,101.31852542257774,94.6321099150603,91.6100039502255,85.32656483035531,80.33809040847055,76.4889689527162,78.16996971209778,72.90712630929508,73.30648120578701,74.19742458125778,71.18695396306569,67.84982855598219,64.06337917573333,61.56129866536648,64.13286773451031,64.87634931646167,64.26997343322313,62.29871563731636,60.89284750580234,61.03907604826022,56.85554998249463,54.488790661845314,55.484386064485626,54.477030388536384,54.59048253063482,54.84143741558037,55.373952792345506,54.696799056140904,56.59181793408008,57.20147754369887,56.26526556319089,55.49369568193803,53.78930920233323,52.527758890844474,51.07203442468233,49.077600351294336,47.65180254396722,46.78348578503008
stock_021,98.99000097521535,99.89430194064114,105.91131132146849,104.05948476413266,102.39412955804502,99.6906525332293,89.72158727990637,88.49117012836264,85.62991046678079,79.37567814820963,76.61395013596707,73.95214043682309,71.04264015133877,71.22459079147248,67.12106581945145,68.04789835994954,68.1538357239937,68.16903421104925,66.31463775439285,65.7572048207035,65.91558947847423,65.39857349206477,65.52084787476983,59.07185737378837,56.99440960751347,53.926280087339464,51.94256926190336,51.04690291793274,50.31110954804728,46.79699454445351,46.339766059024875,44.58257071786082,42.460943088271655,42.46739087419734,41.37442164596751,40.41764285893994,39.005906080869764,38.53694137381898,36.25824146903483,38.10682120017384
stock_022,101.37354545276568,98.8210581380378,105.48228937028223,107.47451286700448,102.48173593199489,100.25246832108614,94.31749773714006,86.2237473663116,81.62000658531254,75.4269053791107,73.68441411747165,74.132101615836,70.44862154161902,66.33734160282164,66.4738066120469,66.33257823419756,69.34488432912035,66.6755821932752,65.06315877354851,60.50146620017813,61.38185126935261,61.703487486493124,57.76530353422336,53.98339581744863,50.50545643299794,48.01594247701381,46.790622171012075,46.84311173915566,46.18122015630839,45.712264159135685,44.61701133094276,45.48074429161687,44.10742467794896,44.02253009180019,44.66427864372083,44.05039607164738,43.96010141002154,43.33187908375206,42.33214408809326,41.82209598866093
stock_023,98.93914242904181,99.39786765577753,99.40086591256937,99.58629539156553,93.97831848699194,86.91646114463745,80.24024887284816,80.84377070061203,80.0158637743304,78.02034470356196,73.17605205307669,72.6371791280606,68.3269910756362,68.35446694365233,66.09556035869744,69.7590783653192,70.10002823016004,67.77690214451228,63.14540885945446,62.77363917149549,62.45150637695568,61.68536389889142,59.55058382193342,55.46091003844745,50.588045918389504,46.56905048987621,45.71660221881867,46.27722788577756,46.63607930818349,43.40195091658265,40.92533292862905,40.57028061910751,40.798745590200916,41.78836376042813,40.734603609866426,40.46954794729571,40.59353865430449,38.54125951372449,38.34467085612361,37.19015252007171
stock_024,97.73710432284511,99.69679999413106,97.13364391562554,96.37519025274386,92.80512595132436,87.4523997562405,82.05167438946847,80.89561403345351,77.82691163723759,77.73706086549274,76.5162614892193,73.78311016491169,71.13560636136484,69.25305791464237,67.98145836480722,65.30827075027923,64.04367289184388,62.290276445970285,61.28031937658173,58.61420061128524,57.71687170938695,58.17990380569545,54.8326332365647,50.78359818866353,47.29546951767759,46.08032906075808,46.297682723515294,47.90013881695739,47.15169044515169,45.05408792384189,42.941163368879884,42.63997685723179,42.37157326805641,42.46240656784866,40.86600044854477,40.32631357248078,40.342820979598265,38.8801663033614,38.2623827844323,38.68222162926769
stock_025,93.01623205540139,91.35229191843,92.61015233119588,90.64421161265952,87.59780972041345,85.51216157347743,80.57130595368508,75.72327150336126,72.87820656534782,72.3616219081707,69.47633899877961,67.51912633541933,66.38433068313778,65.86616690577853,64.92745441562613,66.77727946383959,66.38031277697671,67.81726346046666,67.80714210133507,64.27373377905963,60.03125551327334,61.14427768253575,58.18092727150527,54.260707982644725,49.72121071123374,48.608071208248376,51.71213445539132,51.644940531289826,48.71899398862216,48.35288159669722,47.78011304743311,45.60789258829372,46.01639182602059,47.026496319605975,44.83749255277654,44.29701206401503,43.04019374131095,42.942734808184674,41.516357607277676,40.92839894642046
stock_026,97.82002169020532,95.08845630538345,92.37805331610194,94.46056878531012,89.55565287039067,91.65275496002879,86.66948155058449,88.383485897403,86.30675426445161,87.11013631881274,84.43840803478892,82.95646019428656,78.26489355375607,77.68712123985182,72.54970305226136,73.76897204008625,72.72877355197382,72.43905131557737,70.55432705890199,67.03427368260185,65.7869250329355,65.68927507178549,66.43097849480523,63.716681963215315,58.414521568100845,54.14166373610289,55.627589241855695,53.53338729698567,52.10084954863098,50.132633533785445,47.71785236500696,46.06828076325428,46.56514866892749,50.16606200562435,49.426510810097014,47.66328137428711,48.038726597193104,48.050132380880875,49.12104258761189,50.360723082047365
stock_027,99.20958728559513,96.05173854642257,97.86068025723907,98.15574077721976,99.75067938635358,96.86757720652074,92.09249640108118,89.26611383290377,87.24032357813296,85.15361148565316,79.53863071332573,75.76282976141283,74.5168579333962,78.14545462671353,78.63874451808285,76.39083632727507,75.79956155734163,73.22435017016093,68.52971896877168,65.25335758955481,59.57562435592631,61.40473471755098,60.07654374655795,57.21365871246198,52.80844997483895,51.67195190853253,50.59377479844152,51.80274372343179,53.14189387297697,51.7699953489574,51.352543074159385,50.4766191339649,50.90171378478257,49.63267056675989,47.56919741583252,47.523533737599564,48.74039492966132,47.72666016770145,46.070485622811994,43.75026135479858
stock_028,101.02959345731645,103.95709816499853,98.67560936738838,100.16813183461382,95.70245244032841,92.67846087708776,89.87258596962124,86.8755968479923,85.24017951160039,84.70767890675785,84.42074876154294,81.84175655219323,81.0752721559262,76.25730344262404,73.56462358995154,73.8796508926929,75.60551173874214,75.66288781905904,70.65076675409064,67.83031917721293,64.71114817363043,65.99811339833154,64.72645078542823,62.23664031650824,59.670323408980046,55.8480164197009,55.08333803194279,54.72744098164108,56.30814109220432,53.43745136758226,52.330207741094554,53.61790644254374,50.886270203456775,50.1822768945214,47.62274680191909,44.76900714061484,44.135015093537,44.752030803695526,44.22102978397419,45.22665537436247
stock_029,100.23886126406015,98.54694308316243,98.87385696708051,100.52218108512695,95.25301250719042,93.6546690046652,89.55050111064415,85.26860478582219,88.21434882493682,86.72390142756142,79.74154230054066,74.57162576041203,73.36195305058386,72.16072417566158,70.73765492258174,69.57361974209313,69.01788452648681,69.10444532503541,66.3571221276444,62.08082880130838,60.46077427393782,61.078510193699756,58.661050163846134,55.49518585794195,55.008345277240814,52.03489261385527,49.76159968498393,49.70308241913483,48.245758489799115,46.35142539850041,45.53804289840538,44.72858301585201,44.50491223416305,45.548185038430674,44.31657885717536,43.59801476883039,42.50657805663172,41.47059229981544,40.284981035154686,39.64563618076206
stock_030,98.3714639105345,95.9633663877701,95.54755745653338,96.38697766553075,97.04354229750001,96.34742965688172,91.27486717933158,88.0193258424352,85.07801413616511,82.73793005546771,78.52629037867825,75.94888672526594,75.37357233459424,73.36487815501374,71.31399073113487,70.63997236029827,70.70536781671308,70.05090399339636,65.48839986255705,60.23608101558279,58.962941702454835,57.49737775963678,51.7476399836731,50.30901577588765,47.73058465152243,44.15205030083325,44.848432399888345,45.368923358167834,45.18741516134096,42.54888051912895,40.81555537051192,39.555669568091226,40.20735605074847,41.17341939216172,39.43674934207877,37.866532371314065,38.27572106424951,37.403205305267214,35.23896379869427,35.805187021763615
stock_031,101.3636941358532,100.50997045559104,104.81016093897263,108.43172760616612,106.75997889147497,103.84660865707794,97.8221634974185,95.34224011561581,90.89074466479744,87.8856253285748,82.0594212276407,82.25765321016603,84.15448088475516,82.33918747468293,82.09340908492952,82.36001447151624,82.60583301251846,78.63798588168355,76.87919327691992,72.129577524254,73.38851455900443,72.51336275920474,67.74536362570994,64.27435948129808,60.20925421403953,55.9515525391475,55.8785665387386,54.002286415974574,56.17476376652012,56.35943921376143,55.09016370312347,53.7035124434924,50.023403770898724,50.769806789024344,51.38127757158585,47.738013401508354,46.303470025869686,43.00669050586404,42.47648168343038,43.36271467899036
stock_032,98.85444255567599,97.38400237831839,97.79113626190889,95.98966405703312,93.30550733062715,93.1884825210593,86.20241466751695,84.5457066690598,84.38735718220131,81.52901464689253,76.11261298161794,74.5034735369666,74.22556451477502,73.53490266611125,68.24766283144591,67.39271281077296,65.47250766221092,65.32029399427498,63.99214745250527,64.0059985369405,66.45838448312277,65.76856185008228,62.245065801979436,58.76166322152516,58.00062302999699,58.82013650527367,57.605556887525736,59.16112938475727,58.082852886537864,52.5494844017538,47.8132140621445,45.49775392247498,43.12126263209201,41.5211863238291,41.816083261796514,40.63255213483497,40.87724963393029,40.6823934913689,40.738099965250804,41.57026616182199
stock_033,92.85609045682438,95.59722080464667,95.14106932719145,96.25343513464765,94.06923366069397,90.94405000340745,82.93334683877218,81.12411461846263,79.24392740775934,77.5600727574885,75.54467527757465,72.8466387128796,70.4181318590809,68.60584207445548,66.5734354946997,66.68149427000988,68.76738170302072,71.1586789587961,69.06385370816541,67.77540077170009,66.14007718855655,64.44380570780999,62.24283294942361,59.12106834986908,54.98743419751816,53.52091799499852,53.76521534253664,52.69734110577947,54.09109423880564,53.68753792040416,49.86387053747199,49.45401878911011,50.806191851248805,50.83737128517101,49.8126329085528,49.64584732772291,48.039838189026504,47.48264675944713,48.07694241949803,48.61370077852444
stock_034,98.43794284154326,98.6571619067975,98.29487064000057,99.03386443687774,94.79346552289925,92.4218152160233,83.91691496884984,78.71739535789723,78.32577238725298,76.57790286397668,70.48440046104713,67.5000529613516,69.34483783704387,70.35745122250738,66.93824748824382,69.35371498876982,71.3231849892714,70.78233357231534,68.81010872138307,69.16915746822967,66.34819515640582,66.84863185711475,67.25698844555824,63.038236339325245,59.06927519715906,55.32900723748754,52.5701175587713,52.41557180369096,53.71736214108518,52.183432382777475,49.442803222215844,48.08744869944553,48.19811284640298,47.48467154618736,45.33682820513588,44.10093311192311,44.099324223912745,43.91679705836477,42.15252220577246,41.567969663857
stock_035,99.87770272623999,102.38085253496857,106.17156062325651,105.75874565512368,98.65995784612748,98.31719165287333,92.83574980402513,84.53286768534159,85.12039191742295,79.21077783372331,79.24707298007546,80.36572045648455,80.54054149582859,82.70915278746753,77.31273508888215,78.13496388871026,77.98395599635485,74.96786279441991,73.8768393523482,70.21898053245114,69.69558098399563,71.03314613534909,71.10342540805561,67.43672945198087,62.855343426558846,60.51565964791237,60.28958928634861,58.43181019063866,59.94060566657988,59.73115568950605,58.001324456751085,56.16492486074358,54.983209490973636,55.44237917621191,55.276360053575914,54.38251802063395,52.20582670285729,50.56493245609481,47.512499840801716,47.25551209070755
stock_036,98.39574845886683,101.51616429595549,105.21799344905222,103.90476675595382,99.4255761130693,95.36682878789507,89.66276520432604,90.28648445609214,89.44469588287456,81.02024271079613,76.55042163506977,76.53726186948201,75.93557405731661,72.2719208389072,70.43953378922363,69.10017793342166,72.80715438140142,71.0624990961593,69.79043969892983,69.55843456594286,67.11266592612613,67.90597311489323,64.18221042738752,61.063541081638476,57.963606868798855,55.815005632131154,57.7786054738212,57.62944347161135,57.95716972625902,56.4472051312829,54.927131179673474,52.52885451944774,51.09024291085916,53.78330415476531,50.955572841823006,48.032580596713544,47.4493068525009,45.15157681227118,45.659110253971924,43.647859933574516
stock_037,98.09746428754049,97.8383811357078,100.09950804537226,101.39181766607275,95.2545031554855,92.22552993043614,83.00297693739253,79.43742066582288,78.3872601930946,74.52094645528365,70.98155139963283,70.92996922843265,70.99473753602018,67.89173667152316,62.712195679927156,63.700562508847966,63.51444636253439,59.757865536313986,56.130057178861755,54.57733554418589,51.27507425935034,50.080226105192835,49.40915105334012,46.773061982742384,44.77825282361654,44.861859896857126,42.55035211303883,42.56095796323609,41.873255507058516,41.50919912020862,39.15475617227299,38.61442390069906,38.519689129210796,38.910214083689674,37.93288810178139,35.16132692853744,36.196232140234976,33.97705971919543,32.62366188724883,33.38872651356365
stock_038,98.29524874764218,94.85570071878735,92.33842142440632,89.30217291087854,91.00021813337818,87.67683069498572,80.37353068213899,77.86736248112841,77.80901088723455,73.79910338546597,69.41265938890396,67.97735696236028,66.6407284135713,63.898371457522366,62.47388121357078,59.59150571901214,59.23641080241242,61.86277823025474,61.73268447005138,60.271017463498985,56.29967953462603,52.98720510774437,53.32357325099679,49.07326121357264,46.50776332738832,42.98107040690581,43.874345585766385,43.99062216210532,43.22510908858973,41.314295973281254,40.93820208336032,38.237940701520664,37.8631436121281,39.15383000453168,38.27180332077155,38.76134261390137,39.306205267106776,39.80376106281564,39.174352891940956,40.61016291012216
stock_039,93.04483244133017,93.23630935509063,95.26903537159245,91.00881366344964,81.90793229710468,78.59887777962422,74.8220051327013,70.35332326928065,69.16605488058612,64.96446682924544,60.26101998292471,61.07171938141374,58.739870674304065,57.8662962190859,57.43067795142815,56.250227319685905,53.75605515604844,54.174219311180245,53.14616640928411,49.395063396619705,47.99131947127492,48.148381295840075,45.726043075841424,42.567470364954524,39.65253293291501,39.502601604688486,40.34205040093606,41.578939043300736,41.872254188040195,41.30162220535963,39.52059313532428,36.597661758896514,35.40964467366122,35.84791644620726,34.76311426926182,33.51132328098257,32.35114316451806,33.26308200191264,32.65079251846499,33.50328393513098
stock_040,99.7479041889819,100.84244075502528,103.54380437522624,106.0710117240325,104.02897792395223,98.2675502771754,96.16061632649027,89.73120940377196,86.1682518414036,82.34288418038172,78.50310127005794,77.0204779114424,73.64283985650671,69.70355248445303,67.99152866867455,68.1905979863715,70.00557564433717,71.32022537707942,65.58977604800337,65.20666908861877,63.707000355378895,62.22830843586982,62.65724940576092,59.13702083689221,56.95591248777166,53.94187779247733,54.91388512960554,55.389126635676845,54.47597938600194,51.80198296147599,50.04408603293847,49.02645349363202,47.65330798727418,51.353216113675124,50.542228855385204,48.19518378004346,48.355702433111,48.69741644468692,50.42440303491014,50.09243331328181
stock_041,98.85126911308964,100.01618365448526,99.27180416539213,98.37180986974546,93.77346654841324,88.45763031924648,87.07588818254574,86.54509861304412,85.59762471917675,86.65649226191572,83.90226438363466,85.8978719156919,81.9031696268461,82.61570351676815,83.61848507495478,82.20826542582614,81.9042406752836,81.4085932291804,79.90504716806362,76.92982998462024,73.07069049581933,72.24092460335294,70.83739360317203,68.0072056477327,64.83008849916634,61.867714037001036,60.969971095433834,62.6692709739036,64.68334407824753,61.86750629461416,61.30683276553756,58.06604161648024,57.28742610408538,59.36451644150029,57.0810094026813,55.51959281788578,56.26390829350406,54.36695149148554,54.049484954213085,54.82811629074939
