stock_id,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19
stock_010,97.58024299667693,93.21183387182352,93.21410205010945,88.22877327741203,87.75075090327012,86.16228075418154,83.26689940797345,83.97961410009782,82.90873889235063,79.04501784612016,75.69712033162392,75.32505362596157,71.09386651209721,70.78432959048344,71.53154893010833,67.86730092607088,66.45621597051655,66.25236681126657,69.74963459197612,69.70301446549198
stock_011,102.0150192508793,96.45983231863684,94.89031076639763,86.73837678025049,84.14249618573282,83.03953663689808,78.24260110277935,76.94655929329824,75.40448523138204,70.7585444218173,66.32665244904325,64.67288044925596,62.98715842831982,63.52867563284694,64.31620870282357,62.61858871814973,64.94163744516288,67.93795014598166,67.00970321604987,65.30873055546215
stock_012,97.75121479296016,94.74602017626299,93.63924120487803,90.22625093059405,87.23509791392023,85.6501092703224,84.20851423093197,80.54751258770227,78.35759889788328,73.89078774388108,69.92303519635016,69.34672819064461,67.91003187541091,67.33058853435482,69.31440537514285,67.62475409098778,70.44549554371866,71.68197452172441,69.09623570775506,70.31323312970608
stock_013,97.29384658481393,98.39287994827501,96.66480878347434,95.04141497147427,92.90864636825215,91.24634404653786,89.06288185668073,84.4906283566459,82.68169415014407,81.31753312915711,76.07605654795096,78.37238535902881,78.87976953999569,78.85542458051411,78.19686090589009,80.73276666812,82.25623012055387,84.87761078879355,83.02073711887576,83.28091430270264
stock_014,99.96803707538976,95.75751858721739,93.7510551969353,93.47647878621913,94.99333052131988,91.74744690456107,87.07363603100646,88.04315011305346,88.86081971020333,86.0854312361125,87.1187345541953,87.06165056453209,84.45955421917267,82.51304634530236,80.0458757315354,79.10593249191044,77.88527379338996,76.9414380909021,75.50899812202964,76.24309783250813
stock_015,97.52040486909814,91.6477938251652,88.47655268794601,88.92386190537523,86.49343331152828,84.55143904249549,86.65138649442517,90.03615612313418,88.68993628728322,86.38634525341953,81.18612440058784,81.14009890285642,81.50147196106781,83.68268174337958,83.41942966992914,82.63977011716119,83.47172518075459,87.30254794310201,89.65807884198512,92.01490350429029
stock_016,100.66483704909888,95.38414333283222,94.98593364993269,91.30937842435415,88.55404708161579,89.88707669129371,89.84739805790136,87.37575401047287,85.40444783031307,81.75684078276502,74.7152270954815,71.65251718637104,73.08927385489307,71.7309817494544,72.02404326451618,68.7249778234729,67.09123152076432,66.99734583622359,67.76317561107358,69.32670915012392
stock_017,97.01568261702242,93.62297528645375,88.15023120387161,86.55716658603973,86.44587262218448,83.88632376454365,85.44007254714786,84.50139808344834,82.40875360331479,78.585348062601,75.0915711035916,71.68553358097847,69.61203802261771,71.64647987906955,74.81886782031624,71.7186050040456,71.43301876254664,68.54623698131752,66.06052949499524,66.10171104465786
stock_018,98.01234578621118,89.05832524262935,89.73976431175988,84.30182755027586,79.93325031399323,76.63966862693185,74.89976759694953,72.75909729386669,68.83866903542588,64.65625656166458,62.2847252648512,60.104466656236205,58.55468736327525,60.95438614418876,60.15969775948696,58.36156779397422,56.56971726800544,57.25197060105571,55.33434873893694,52.6067940221011
stock_019,100.41687156654766,98.47188062210391,94.50185655584133,90.98944986660776,87.63033748008505,82.4574722813791,81.61059828364829,79.26761771443375,75.42317448373514,71.67775030097613,65.19583734473143,64.55305664431967,65.59858741117306,68.45395393733006,69.95097433123894,69.72384937248653,67.78766677214003,66.45857868713246,64.61205353385581,64.50751669142046
stock_020,101.33064675049141,95.39649455654738,89.76627236406321,82.43074026046368,79.27977302271611,71.8065137928184,69.33830319821774,66.81234479337064,63.68856108203186,58.78760350135383,54.34926034756343,53.44145235758034,52.220343976500246,54.18824713919187,54.21638726883116,56.92006888342291,55.40170990139776,57.19167816380195,55.57703405669728,54.199922403095975
stock_021,102.99350178042712,100.64549632306019,92.78724742513036,85.956630381672,83.38630082280976,78.34263783083455,74.05199049519658,71.0937093691098,64.52030479654564,60.450595689011166,58.263181026581954,59.31041255669848,59.20980996143142,62.2462730421438,63.043662234974235,62.49453121875054,60.141439542044324,63.54476103946251,62.476526773595815,64.23493367241406
stock_022,102.50521681009224,98.2276129692641,95.86152378326554,90.81353770023821,86.53263982295863,83.77241924551538,83.5112481133352,76.52914879080615,72.86677321758916,69.59933212715596,68.26332199123436,69.25148149928738,66.63206887035611,65.83342499678871,65.54613264018087,65.90770689473915,63.68987505055997,66.47365579465468,64.29256611661464,64.4131931058952
stock_023,96.75382216926701,91.5458527457902,85.86860840404144,85.03880828147206,81.35060714695416,74.4063338792126,70.17606367454738,67.02230477414162,63.18834927580652,60.14064431671484,56.52998249913567,57.9694580412489,57.47821297409204,59.75041013463892,58.58544610410773,54.62791943775148,52.395544452046735,51.89079835732092,49.40411827250377,49.341110802008636
stock_024,98.28126955284104,93.68912509718261,91.80112222598203,84.59593810578806,83.43676495867359,76.80196496473455,74.74386500705015,67.7398941447743,65.72035196764814,59.148316770883326,54.42800289943299,52.65917355092568,53.12093214370403,53.32009634746137,54.80979333834479,53.04079224415389,53.286799082419556,54.474981647298755,52.44865155359244,51.21714426560816
stock_025,102.66967936730629,100.50725954694752,99.40313977098829,98.36606812500293,96.82286158977406,92.93525241858626,91.86680932038173,91.41623085806711,86.18300994290767,81.29526923548516,73.62801814704979,70.70016444628766,74.81953119622487,76.58434807416141,76.80220822323668,74.46660820514084,70.38048796046597,70.5409804428246,67.04239846019046,66.17070415875504
stock_026,100.58332649343637,96.63049343414919,97.32186897833462,94.64594485509726,86.12827374088481,86.22093087753922,83.3373166628863,79.87390622628638,76.40201233682603,72.05814080486033,68.42816468619631,68.26176157427133,66.88959633049801,71.76425664517502,73.50110299564274,71.30421801835857,73.16135016212164,72.08864228547834,72.71069101356149,71.24421010951365
stock_027,100.16975550928736,98.46334190029178,91.11353617037415,85.25932698909459,86.76242564380445,85.65294917908359,87.61109804159307,89.28962361535007,86.91382022248865,83.73883147067268,85.08821068959307,88.32029723125973,85.04638532686523,89.59167248014268,91.73022888817559,94.81421841753253,96.25108418213726,93.80179860968235,89.35697236240455,84.76909732106739
stock_028,103.94611678734158,101.07527413077017,96.57042597884877,96.06090714603535,92.78221230847252,90.62960923692215,92.86356196512833,88.46680074755332,87.16147125268893,83.45645913610339,79.94019449916593,75.83598933089294,73.68843184515032,73.18295703302002,74.1322111364435,74.39174304654975,74.77068254783867,72.40405788094692,73.48469214642908,73.49875607440546
stock_029,97.44327651131817,91.29742518477836,85.3860251281686,85.39233514144657,85.43655866889634,87.11945940358625,84.50054964683535,84.93626402749386,85.44780217011221,82.97278215577899,80.2490968481841,77.1385520338166,75.78344522874194,77.93460387949727,77.03990757524556,76.6792881752055,77.1766184711136,78.05694529244933,73.71597730002932,70.3271642506655
stock_030,96.2336782188555,92.76674036254006,92.03465719020512,88.0221412660221,87.974350297294,90.59058022831245,89.39181693735098,90.31378298227654,86.36510155468032,82.14030534913202,81.46292209876792,80.08912525417851,76.84739798072769,80.23648108328445,80.9856473164727,82.74440194045536,82.32748499701526,84.69951142950116,82.94487948186986,84.02779936844603
stock_031,97.50174039754455,94.95238530043497,94.90116286205243,97.96112929386847,94.59933788370266,94.47524544909317,93.69601353402415,88.82080018968205,82.28620264021795,78.20895401925112,78.48836336152733,80.68475788507742,77.29332667018676,75.65244065470131,78.69760327813998,77.73215064235089,77.91046292189645,79.78613942080388,80.98797733432777,81.84654266678754
stock_032,94.67319519024927,88.61154269829865,89.62755190820151,88.55974176444374,84.67423149884611,83.13819594844978,83.50964982701707,85.18851610494313,83.49114513715196,80.14317719571862,77.93266611474593,79.34775872422972,80.52551516117217,81.60782888430666,80.6972148809135,83.00598576298275,87.27184494831207,82.93973407730873,81.01749735222454,82.33726486551654
stock_033,98.91787740678036,94.20545685582441,93.19410752872855,93.50336965200358,88.52903963242669,88.06980025519623,87.16391718495403,84.36488846132859,81.00502798753162,78.10172939126255,74.85804024626113,75.25677882102241,72.85444285452698,73.4392337384165,73.16411771205085,71.89519509488923,75.0996859993383,73.55705044941371,71.35958587350646,69.52796868703162
stock_034,99.59744655132631,98.08322184927671,99.58548948104753,98.36637258369124,95.23844256973545,94.55046361352876,93.15263933248382,89.2968884934407,90.75290438427089,88.69589228457633,88.34119094810859,87.8480787006201,88.06840620200988,86.12907301870642,86.59547873189268,91.4475259929086,95.95353401375053,94.64995316496315,92.55357798337911,86.82393889996291
stock_035,97.51377775075379,93.8947106205155,91.73068165680434,90.56181930173173,89.67280610275641,86.73240905691537,85.64341261214783,83.65840437993364,80.0812177703981,81.55943573442006,81.61408094834849,78.73923626752966,79.2127713941368,76.69428419762949,75.83305649918742,78.37707780824753,79.73186040579827,78.95823038512853,79.81933499709646,80.45375881901859
stock_036,98.53448659067726,96.91809737530632,90.21092046058979,84.4573470484866,82.13966739625921,81.00719471197033,78.27767707765642,72.57138013182215,66.54686218945568,63.015161014092904,59.434328374313225,57.54662268156908,54.90513664003657,56.02957908869197,57.85462217194562,57.266710184401596,58.95552138122414,58.84141875764031,58.180186912924945,59.043481104168876
stock_037,98.80320917498778,95.10677335077573,91.5692923190998,88.6949285785337,88.42722959309263,86.58668927566649,83.89594814479663,78.13177790091186,75.3036086911985,71.02331974386317,68.28460952836225,67.85116532033865,69.26994052818175,69.317789986146,66.58441851669872,63.84116108841076,62.61939098692521,64.75549301834657,61.18487225546018,58.25033914134757
stock_038,100.22562332493776,98.29213586210152,91.66842137593164,83.2284957953893,79.47021717546271,78.67461086020631,76.96968353957135,73.32534241932741,72.09586672511787,68.5845573632591,65.45594120523045,62.21409764576309,59.78828680952414,63.796374846686795,63.23928693763816,60.947087123839914,60.31811962722699,60.89990608993398,60.89574830500377,60.713910920024425
stock_039,97.30546142539359,96.36960847866897,95.72668772014245,91.10786517561048,88.34785486059502,87.12781157149182,87.57736700738562,81.39308061959305,78.60200632462387,74.72050448255526,70.639946272084,68.88369522328259,70.07349698104154,71.86547026031018,75.86167019248364,73.76910309924453,73.76271507332363,74.46096880627834,74.75251284444465,76.33910571171238
stock_040,99.23289296233364,92.26117217667186,88.15532314140277,85.47234147879381,85.56133748037625,79.7093846944586,75.70817074382803,74.63433454643882,69.51805815269617,64.09186476032335,63.321211596691235,62.33315073081396,61.41110084425241,64.22081690583892,62.723266835862056,59.816291075792556,61.989362842111305,62.523400090012686,62.425173398131776,61.14412284814426
stock_041,98.70514624014494,92.72054939515543,91.01369060497498,89.77164316792012,87.83491343221885,87.63808092206583,87.20016954276375,82.04075074530131,78.76037086779792,73.91114654054311,72.08902242311846,72.21070171911543,71.76350709118705,74.51106045020796,71.28710958784033,69.08256197762667,67.86742813268427,68.54855047871747,68.21276887520187,67.27366239900213
stock_042,95.46232722375439,92.04626194574739,90.07880856562086,84.85958221806156,81.82898929351768,80.22961693868771,82.15070917801437,77.066115856531,75.98395389057156,70.45795144181402,65.60961543548527,62.896700486428436,63.944927363177285,64.53219884501286,64.46300977129194,64.21674735484105,63.98477079953712,63.87860310669456,62.49094551665026,60.45143651023015
stock_043,103.01214004285208,102.06917681157451,103.63482520270584,100.0863114862402,95.52423954057907,91.62774188769419,92.49211293650222,89.23392606800955,85.03553779540105,82.16484634984157,77.86899940065443,74.34451640417436,74.7291916365252,74.17710961729966,74.69021386489761,68.49865035672074,66.63075394584743,66.41995008561565,62.95400362109592,60.192895101724815
stock_044,98.86346665019148,96.12842443612165,91.61545360398426,89.03396656772699,85.9798671068867,79.9852218524987,80.98325317651086,77.63998639187203,74.50805625075255,71.76242049323862,66.26948720226606,67.07867300584878,69.02275630414346,69.6999476856825,70.99772404769853,69.32132558192939,70.46174662325484,68.87983662417561,67.83979889558466,67.4243869226458
stock_045,99.12954014656964,96.8095478907186,98.40686985827499,92.06904727460537,90.56476706186328,84.2787587938119,84.44841430223954,79.63180436998721,81.96572575432178,73.76915317888961,73.16492088057164,74.64206318358447,71.73220756909343,77.4214266586079,75.70457107280563,72.86929074691975,69.30222379838447,70.46101046977694,68.72577732900271,68.86234725292391
stock_046,105.28619676158758,98.72312352362094,88.85081117125885,84.67186990776473,81.07428309172667,80.58209499556959,78.58717983127355,73.66470507047323,68.1309374433475,64.03438882976747,59.532788826893714,61.43211783361019,60.38127047653901,63.781891277658175,61.66915831260676,57.15636825219065,57.3511764406067,57.8986586215908,56.1463826283933,53.618669885780825
stock_047,96.50811870320464,93.35221443787792,89.76344673018036,81.69177338412867,80.99261117988267,79.22623853905844,77.10938807529823,75.6916089072533,70.06883258522788,65.891753342163,62.00979207962347,60.51930839757519,63.00039271223051,64.64524744693581,63.78038583168517,61.93773351629107,59.48500771564768,59.037349871290445,57.00138384592572,55.365569085732076
stock_048,96.97975865386587,95.00489285284914,89.70684547525309,83.0805385123098,78.12520689287796,71.65519427258157,72.09380158717917,69.13711965761362,66.92829561897672,63.817928720419395,59.40504321423256,61.31992292872923,60.47038086696361,59.69087544152198,60.549409666248486,58.86847618351059,57.98160464798036,60.407019246207184,59.34567095682947,58.99810337264106
stock_049,102.3926680816366,97.82852382078568,95.488070540195,87.26066924427221,92.78747907576194,84.43606970964535,81.61496405018843,76.68636980195592,76.94416952221813,70.31636692551511,66.79794718592308,65.52313255339521,63.80537903648411,65.66943675399088,64.818936382442,63.09366155638939,62.7999730981788,66.93449802802523,63.45696688055464,62.311982944265644
stock_050,98.73470591769676,93.63294606917687,96.29123300592006,91.01776814181748,82.56049755679108,78.0142577889397,76.25925224493704,72.21929269611523,67.33169659457356,60.598526935116205,60.24557271864635,60.41773803002721,60.14199010511642,64.23728842919819,63.161119447439226,62.14292676095875,59.06951421911974,61.111648866656815,58.16523567781581,58.05689992151759
stock_051,103.62719456176637,98.07101296924222,89.16895572639373,85.74707598089496,84.05554726073645,81.58720041613898,83.31773540954555,82.34541828615431,78.04660872108369,71.57958391470669,65.6046873034687,64.32267155448132,65.84251497007968,64.2413574934018,63.29179260370883,62.21809161831458,60.0547673198136,61.288066311681874,59.09083791325662,59.09193664672126
stock_052,96.85680566284802,87.17112509656322,86.13863506139387,81.32809892326303,78.2545424585427,72.77255767930993,72.6090704504821,69.48976678270216,66.93267245033233,61.436671442917635,57.96762428086201,58.24372321843222,61.188721678305484,62.19481059969535,61.168688843761274,59.59804799951319,58.1475198495173,55.97927335475052,52.49593276890907,51.98578246345653
stock_053,98.86490047720349,92.58814460810828,91.42735292832032,85.912890293927,80.25318691721222,74.60279823216992,72.31523182082198,68.63717718187173,63.911980597452285,57.520782537707056,51.76870428393635,51.627855445349724,50.73745817829383,48.658541891424946,49.84062667313686,50.10866254179117,49.02069074345477,49.95232142460691,49.50120642656053,46.274374549267925
stock_054,101.28914172135023,101.06109706086256,103.68453074159335,99.22015702676005,93.88304349273716,96.30498562835871,94.54653483811725,94.91626348005366,91.14203357815202,88.70761953720285,83.79570863634869,82.40675162722782,79.14216912686013,85.06502598453199,86.10992155823594,81.72177447818136,82.75139706989552,82.72313526192545,79.78008981613496,75.93539488724134
stock_055,100.71938099057067,94.95243263325888,94.44683026053018,88.91507334434348,85.49984109389632,86.7619068878303,85.17061208144816,83.73421663485435,81.6924105854547,78.99493999914411,75.15423757549313,71.07035312924712,69.86534675733364,73.70340144012816,74.72173126732045,75.24896114502091,73.77175867909304,74.88992594199078,74.02042069008972,73.93777924451663
stock_056,101.64565483281056,102.20564144638244,97.33894105685923,91.02594970293083,88.9875190550242,86.02247514996264,81.08210026325058,82.14775763761914,78.09297896876643,75.5615492559229,70.41049836127779,69.35493282549524,69.19294904846936,72.43430911398836,74.25154622841359,74.17550401106733,77.11553859880456,77.2465861177911,74.56374436757424,73.7584973627754
stock_057,101.05838690057574,94.07186050875397,89.85544956965167,87.83757792272671,82.76324353305796,79.38737635245835,76.49024199146075,76.7550957816641,76.82259669502484,75.20084957320961,73.5941341344916,76.18362776827752,73.68361225492296,74.8963064648676,73.97651216959657,71.66163027788717,74.6435682967235,72.9649638903055,72.81754593658546,71.35455073895154
stock_058,101.9894962650103,95.74040145324244,96.69006115503915,96.76908032624947,89.74314473126967,87.67126437533511,87.5920687201108,89.16944221296912,88.47670570422294,84.73740091768305,80.48312641310108,80.26027165861441,77.79677880838027,77.86236139264223,77.63616118548613,79.35145592201792,83.77814395523984,84.82507977827267,83.17057992817797,80.10953695831564
stock_059,100.54854238617865,101.0448686717042,101.62841130030378,99.9315339351789,95.93786016981755,95.79611525646395,95.99170597873612,94.40975559172679,91.822001088113,87.34367144754593,90.63304031244519,87.09130727581751,83.33990222827165,84.52315112960582,84.3142918759223,86.601569874351,90.01173056349802,86.00123897777593,82.74143074581407,79.77935517037781
stock_060,100.6166926838695,97.78047654073666,95.2387384748806,94.89211012014889,89.47483699100401,86.8343132144664,82.02317164145951,80.39925859103177,78.76207728794093,74.58896988268627,73.71972647549183,74.3591128312869,71.7901068766049,71.5310805081478,72.89048521750188,72.70191734945575,70.8729000104713,68.87253292183078,66.97947204993795,66.1286930702728
stock_061,98.35718344034382,98.34972973870876,96.24000844260249,91.34429403978488,88.92419470523686,91.75138402492496,89.33938564148887,86.11180536172074,83.32408204499453,82.12434226013649,79.66390199651194,75.21977592357159,73.28303378703139,73.44877914190839,74.8766547200909,73.86534273922408,74.07968843929453,72.9230282398103,70.33892429836432,69.5943759692851
stock_062,99.8441037459847,92.93263241090668,92.08315346543881,88.82000012512098,83.89903059226505,81.54009781801346,82.51188381784694,76.80301280746457,73.97778654986669,71.75481974281594,72.3324840809129,74.5388509544503,73.11826611260786,74.43050013356351,74.71450973953061,74.58055551386907,75.88886274388437,71.49852159538133,70.23615218126353,70.39030265205564
stock_063,96.92980409630093,93.86929563789712,86.99120478140493,82.90320325556385,83.32836661999808,80.31085505554998,76.05013848160745,70.84655761962543,68.77589473151365,66.51416713396884,63.25085197615352,61.80110905753015,57.49711334178562,58.75281325707003,57.75279057735334,55.98143255057608,58.12770252049727,55.940413716862835,52.210452596050985,51.431465234460404
stock_064,98.13377902162563,92.61815402955958,90.41116465244362,86.4778834801543,81.8886723376913,78.12639735157224,76.01642753731672,73.85061312976465,71.78979659703414,66.71832711938033,64.12658402333018,64.90888711040334,63.62936914524675,64.64340624170046,64.28916172210636,62.423059057375916,60.8656383004211,60.74633006959679,59.916626633674866,57.357098830621645
stock_065,98.90520466178062,94.26273902290257,95.73850224344287,92.94932292186587,91.95665424866674,91.40384067268342,87.52258464478898,87.70368378817841,84.52331743184223,79.49356582117552,73.07867532879368,71.55785272053853,66.98369993706827,67.88229695360371,66.91186581238819,65.32812271564457,62.941105275308765,64.37328120465132,63.728110581781856,65.0868644266535
stock_066,103.04887604082478,98.80210193993129,98.5391909980556,95.58558874264598,91.67477817218935,88.05885520942059,87.30162863629371,92.99449077491245,92.00639555814763,87.58326965306006,84.72840757274929,84.76083602327893,83.57431276397618,86.25499463386703,86.2404059798382,82.7425676912321,83.49850922910538,84.86978268968016,82.74199896091545,82.12968579503385
stock_067,101.2937952607075,96.38683726216205,92.59010523602399,87.60262720426078,84.37232611993593,84.99099931065663,82.46963432259113,80.2666280274507,76.4465885437439,71.52091604920288,66.65801513038545,66.03532206398566,64.49497804182995,67.44091828482081,67.51599377199048,66.42012730578416,65.9373032328595,66.67669267643774,67.7397881480751,64.9719336950817
stock_068,99.60053665803774,91.226840990249,91.49643413065019,87.92981138138333,81.97857596456578,76.81299011360723,76.46382735090918,70.61987907420938,68.36338950465776,63.977695274065795,60.72652099601341,58.94583259968861,56.87940105972872,56.97170346857741,58.013421755931304,56.670421162150035,57.03166741074132,56.78794607689337,56.47312463436218,56.253555465223705
stock_069,97.33448622046316,90.16412529706473,89.78762406028217,85.71075972307445,84.013046376202,81.19281785796234,78.59723840517069,76.36605302028892,76.00743877233458,73.30534870264883,70.50107941244634,72.41686173503297,69.29413086732045,67.8728093404568,67.59190295950846,68.92195150354738,70.24540826273251,66.95526007116358,65.06156796355874,62.302972362662786
stock_070,98.6339365632317,96.00282608187511,95.67361160404499,93.77026804413677,89.80047585516864,86.58382492343935,86.30150558885418,87.88145327261005,81.78883474185041,80.66340926902359,77.73485349502607,78.36516866896183,78.7591410017395,82.17376623023935,83.45343759709183,80.67016363423392,81.18884427032117,83.16459819072034,81.71108337885954,76.72117314447921
stock_071,98.3832118081288,93.87720874995092,91.25839544026951,87.785159920266,87.91696164731314,79.85693174685298,78.43253780267726,75.57639010285484,76.70897168104571,72.92651309082447,70.89180257212409,70.20099438238123,70.34493653838074,73.9063290985658,72.39867738285977,70.01540589271498,71.12403208129709,71.33822263287156,69.61926113770956,68.85547303411938
stock_072,101.41793162060728,97.24711851198948,91.60296770093446,86.33574935150955,83.4949664579708,80.2406397570011,77.46539935408019,71.45531581848553,68.85736558283163,64.46931731751923,62.42671257964374,59.98239244713355,59.16645857237409,60.130549682742945,59.62860050981089,55.57595618875395,53.132682068136056,54.58058935056445,52.4829066689101,50.29969958542671
stock_073,102.69417853681402,103.3432030489132,99.06737479063989,89.1606373115759,87.17860525944322,78.4607447334989,73.7287752921556,70.9840566090964,64.69590467234936,59.11147603494074,53.20032843144667,52.947761843059126,53.73357312236179,54.15681745513773,54.20793572813786,51.42645197213974,49.60698866082822,49.547958868747564,49.24620565637659,46.47834347972118
stock_074,98.29325359355218,94.1503784220099,92.59057236356372,87.5964948273486,84.65069646099813,78.94035550192875,78.64355063972214,73.24910485744233,67.73544747494347,64.59279426930625,60.68763045835734,60.94612690474248,61.18240622210586,62.400447230189435,60.269940108037495,58.7993778914831,57.742626329519446,57.75205200223476,54.65329024748531,53.43161901947777
stock_075,95.50355024544707,89.74140725429356,85.60163433766613,80.84478452485884,78.94529702894151,75.88561746049663,72.82383342882986,70.66086909655262,66.4407192734563,64.18053366513254,59.082112874174946,56.29082189288968,57.294588516380074,58.88244216452147,60.958847182062776,59.48201793443337,61.919994232239205,62.5462346440948,62.77015897544878,60.97239427002962
stock_076,100.16044478423369,96.19501548558314,94.42858324011081,91.10837083448658,81.99753375103792,77.48971136303571,74.56410730270943,70.16911854728177,65.84438504241909,62.31894570093757,58.71090571489896,57.54316432512882,55.36795430076136,58.36793825413812,57.73372453230399,55.76923863779838,57.785760010257476,57.7861804351571,56.103397547585075,55.58385478772227
stock_077,94.90907937064435,85.50030713959042,81.11055531346827,75.81585733152083,73.54577869969367,67.66158623357714,66.87383963360433,60.1864556702439,56.866753447661104,53.12285458244493,50.197906129946816,49.60856287515564,48.67919544996523,49.24504293452109,51.02041922287221,48.643817003310126,48.99722046610391,51.14426340724967,47.778049465727584,46.87540941222001
stock_078,96.23006946360806,86.7787470316199,85.21868391632493,82.66888184259294,80.34990904160311,73.71797993841213,72.75056384022571,66.42242799585453,62.96129952422311,57.305468809203205,55.39815158419343,54.447052951787306,55.261049059808194,56.15965847994685,56.55597616910538,54.88537333070992,54.30549994268246,53.641091937886486,53.18045180491916,53.80937459763576
stock_079,99.7241087853864,92.9758637531211,89.91635414601083,85.43507754248037,82.2562362620821,75.55980664934137,76.7419630103785,76.44697907443138,71.07967242306661,67.27100401990698,65.67712320972991,63.55132041362633,60.580751955238824,63.54718621963775,64.07898770222795,61.14350942952586,59.97936802573246,60.17731065517751,63.515162015779985,62.05879995308387
stock_080,99.53319744549783,96.91618829851521,96.40319247466971,95.04458261308372,90.74723408745062,85.50115013690991,79.2420050144127,74.86500082886653,70.83513057002256,66.94116533475744,65.94773254809452,66.57420841528419,68.91671154225352,69.60946345489916,72.44566053366984,70.02042419364444,70.587852832821,72.78352692636938,72.15868190579182,68.7127561986481
stock_081,100.35701102462991,98.22914182542021,97.39492124545347,95.09039559091302,93.76673954553776,94.35416120374262,91.65888919479448,91.00883971047212,88.79120761195985,87.29952417448513,85.74487120867096,84.08293114464986,81.83138378532652,82.45235207093799,81.98632530555822,82.67753317416897,83.91633277744543,81.64376966833304,80.47377912380051,78.92852067962193
stock_082,98.84460222919142,95.21586436817145,93.86636184984269,91.06167980103417,90.55840818533264,88.7413586520512,85.78187295876424,84.00751677110975,82.9126448480675,82.01236268017152,80.73315490128748,78.85400513140395,76.4448603482846,76.8427327914433,77.0538849205485,76.94876940897117,76.69386005241465,76.607567978663,76.18569230018358,74.81351363430076
