mu,alpha,epsilon,mean_return,std_return,count,spearman_alpha_mean,spearman_epsilon_std,spearman_epsilon_mean,spearman_mu0_mean,spearman_mu0_std
"(-0.5, 0.0, 0.0)",0.0003,0.01,0.0091345525,0.017155064452191175,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0003,0.005,0.0091135775,0.01457957307208392,4000,,,,,
"(0.5, 0.0, 0.5)",-0.0001,0.02,0.0091094,0.026386237400793724,4000,,,,,
"(0.5, 0.0, 0.5)",0.0002,0.005,0.00906504,0.017853259029176994,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.01,0.0090483425,0.017624041827579713,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0002,0.005,0.009011385,0.014682439292831148,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0002,0.01,0.0089532375,0.017147969996834798,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0003,0.02,0.0089140125,0.02384266699149153,4000,,,,,
"(0.5, 0.0, 0.5)",-0.0001,0.005,0.0087981825,0.017809497785578825,4000,,,,,
"(0.5, 0.0, 0.5)",-0.0001,0.01,0.0087888375,0.01965952553368583,4000,,,,,
"(0.0, 0.0, 0.5)",0.0003,0.005,0.0087414825,0.0171089351069059,4000,,,,,
"(0.0, 0.0, 0.5)",0.0002,0.005,0.0087283425,0.01713319523534467,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.005,0.0086457,0.014590427456155568,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.02,0.0086241475,0.024175704523251053,4000,,,,,
"(0.0, 0.0, 0.5)",0.0002,0.02,0.0086143025,0.0256543689675906,4000,,,,,
"(0.0, 0.0, 0.5)",0.0003,0.01,0.008571087500000001,0.01899995773128959,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.02,0.00856023,0.024335904452238412,4000,,,,,
"(0.0, 0.0, 0.5)",0.0002,0.01,0.00853311,0.01929663187523492,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.01,0.008505995,0.016832851073980148,4000,,,,,
"(0.5, 0.0, 0.5)",0.0002,0.02,0.008497755,0.026616111543732345,4000,,,,,
"(0.0, 0.0, 0.5)",-0.0001,0.005,0.0084121225,0.017036422562951112,4000,,,,,
"(0.0, 0.0, 0.5)",-0.0001,0.02,0.008355565,0.025378436478441617,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0003,0.005,0.008354315,0.01618954913998887,4000,,,,,
"(-0.5, 0.0, 0.5)",-0.0001,0.02,0.008213749999999999,0.025917051632638136,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0002,0.005,0.0081652675,0.016331527311446555,4000,,,,,
"(0.0, 0.0, 0.5)",-0.0001,0.01,0.0081457925,0.01946962299010403,4000,,,,,
"(0.0, 0.0, 0.5)",0.0003,0.02,0.0080866675,0.02626196016117834,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0002,0.01,0.00803782,0.01815847421299586,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0003,0.01,0.0080196575,0.018650863565412394,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.02,0.008010014999999999,0.023376370446961874,4000,,,,,
"(-0.5, 0.0, 0.5)",-0.0001,0.01,0.008005179999999999,0.01855515249839406,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0003,0.02,0.007964249999999999,0.025472029636661325,4000,,,,,
"(-0.5, 0.0, 0.5)",-0.0001,0.005,0.0078578225,0.016234572726788948,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.005,0.007640575,0.013428476818566988,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.01,0.007608855,0.016129393840916457,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.02,0.0075426124999999995,0.02293845583379259,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.02,0.00754183,0.02408189091555345,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.01,0.0074992625,0.01593042800163177,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0002,0.02,0.00743669,0.025528334025224343,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.005,0.0074207025,0.013483632834666574,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.005,0.007252515,0.012536188476971697,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.01,0.0072522125,0.015289111189342695,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.02,0.0072380975,0.023534101296553762,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.005,0.007236925,0.013359911038255916,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.02,0.007201965,0.023179178022790833,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.01,0.007200297499999999,0.015591546259598016,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.01,0.00713455,0.015541436885391773,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.005,0.00703325,0.012691767760234174,4000,,,,,
"(0.5, -0.5, 0.0)",-0.0001,0.02,0.0070216225000000005,0.023998424440708647,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.01,0.0069689275,0.01539441000459554,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.02,0.00696383,0.02296294100384326,4000,,,,,
"(0.5, -0.5, 0.0)",0.0002,0.02,0.00687081,0.02424937253850143,4000,,,,,
"(0.5, -0.5, 0.0)",0.0003,0.01,0.0068027274999999995,0.01644185861952533,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.005,0.006775445000000001,0.01257064599919926,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.005,0.0067725575,0.011794609391025442,4000,,,,,
"(0.5, -0.5, 0.0)",0.0002,0.01,0.00672438,0.016334287956821517,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.02,0.0067130925,0.022625905204168493,4000,,,,,
"(0.5, -0.5, 0.0)",0.0003,0.02,0.0066250549999999995,0.023549146854533128,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.005,0.00659678,0.011772851782443082,4000,,,,,
"(0.5, -0.5, 0.0)",0.0003,0.005,0.006567087500000001,0.014124727908068287,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.01,0.0065148975,0.014393652543669408,4000,,,,,
"(0.5, -0.5, 0.0)",0.0002,0.005,0.0064892725000000005,0.014022502754202481,4000,,,,,
"(0.5, -0.5, 0.0)",-0.0001,0.01,0.006462775,0.016304561697034616,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.005,0.0064161675,0.011902223677492411,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.01,0.006415395,0.014752194938647328,4000,,,,,
"(0.0, -0.5, 0.0)",0.0002,0.02,0.0064096075,0.023411271935423594,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.02,0.00640239,0.022066791466121713,4000,,,,,
"(0.0, -0.5, 0.0)",0.0003,0.005,0.0063593225,0.013157914832779567,4000,,,,,
"(0.0, -0.5, 0.0)",0.0002,0.01,0.0063395575,0.015492966051678554,4000,,,,,
"(0.0, -0.5, 0.0)",0.0003,0.01,0.006299084999999999,0.015660213767269726,4000,,,,,
"(0.0, -0.5, 0.0)",0.0002,0.005,0.0062678175,0.013322564929313259,4000,,,,,
"(0.5, -0.5, 0.0)",-0.0001,0.005,0.006227855,0.013989769301537927,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.01,0.006211085,0.014830674635710705,4000,,,,,
"(0.5, -0.5, 0.5)",0.0002,0.02,0.0061188399999999995,0.024887738582228296,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.02,0.006000642499999999,0.02268638238235868,4000,,,,,
"(0.0, -0.5, 0.0)",-0.0001,0.01,0.0060006275,0.01575140423311752,4000,,,,,
"(0.5, -0.5, 0.5)",0.0003,0.005,0.00593021,0.015603622030189517,4000,,,,,
"(0.5, -0.5, 0.5)",0.0003,0.01,0.005928760000000001,0.017875775297816456,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0003,0.01,0.005902722500000001,0.015060994316460104,4000,,,,,
"(0.5, -0.5, 0.5)",0.0002,0.005,0.0058893375,0.015552332188299526,4000,,,,,
"(0.0, -0.5, 0.0)",-0.0001,0.005,0.005881910000000001,0.0132588569463503,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0003,0.005,0.0058777075,0.012160664369553206,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0002,0.02,0.00585577,0.02266773714409774,4000,,,,,
"(0.0, -0.5, 0.0)",-0.0001,0.02,0.0058025125,0.023590023956535356,4000,,,,,
"(0.5, -0.5, 0.5)",0.0002,0.01,0.0057984075,0.01793418895356853,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0002,0.01,0.0057864449999999994,0.014940414263217862,4000,,,,,
"(0.5, -0.5, 0.5)",-0.0001,0.02,0.0057659025000000004,0.024399506148907436,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0002,0.005,0.005763505,0.012306736251105073,4000,,,,,
"(0.0, -0.5, 0.0)",0.0003,0.02,0.0056672400000000005,0.02315720489430945,4000,,,,,
"(0.5, -0.5, 0.5)",0.0003,0.02,0.0055907175,0.02461528471845567,4000,,,,,
"(0.5, -0.5, 0.5)",-0.0001,0.005,0.0055384325,0.015690947679401424,4000,,,,,
"(0.5, -0.5, 0.5)",-0.0001,0.01,0.0055118,0.0175155761227465,4000,,,,,
"(0.0, -0.5, 0.5)",0.0003,0.005,0.00549808,0.014700096770935521,4000,,,,,
"(-0.5, -0.5, 0.0)",-0.0001,0.02,0.005496335,0.02297219293907054,4000,,,,,
"(-0.5, -0.5, 0.0)",-0.0001,0.005,0.0054704825,0.012364515894507168,4000,,,,,
"(0.0, -0.5, 0.5)",-0.0001,0.02,0.0054362149999999995,0.024036508578825232,4000,,,,,
"(0.0, -0.5, 0.5)",0.0003,0.02,0.0054083725,0.02422664419184888,4000,,,,,
"(0.0, -0.5, 0.5)",0.0002,0.02,0.0054011425,0.024019237825462364,4000,,,,,
"(0.0, -0.5, 0.5)",0.0002,0.005,0.005304145,0.014856828846016072,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0003,0.01,0.0052597675,0.016445487725743443,4000,,,,,
"(0.0, -0.5, 0.5)",0.0003,0.01,0.0052445849999999995,0.017004190985034806,4000,,,,,
"(0.0, -0.5, 0.5)",0.0002,0.01,0.005210885,0.01722865471830653,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0003,0.02,0.0051211325,0.023408516409686633,4000,,,,,
"(0.0, -0.5, 0.5)",-0.0001,0.005,0.005120199999999999,0.014907969739385634,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0003,0.005,0.0050776125,0.013999708582143385,4000,,,,,
"(-0.5, -0.5, 0.0)",-0.0001,0.01,0.0050501125000000004,0.015142332831279227,4000,,,,,
"(0.0, -0.5, 0.5)",-0.0001,0.01,0.004832665000000001,0.017199670114882746,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0002,0.02,0.0048188775,0.024057314561500218,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0002,0.005,0.00469317,0.014032492042019033,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0002,0.01,0.00465316,0.01615940856856222,4000,,,,,
"(-0.5, -0.5, 0.5)",-0.0001,0.005,0.0045564225,0.014041434809141433,4000,,,,,
"(-0.5, -0.5, 0.5)",-0.0001,0.01,0.0044366375,0.01674062004103891,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0003,0.02,0.0044133825,0.02437748550268366,4000,,,,,
"(-0.5, -0.5, 0.5)",-0.0001,0.02,0.0042992425,0.0240721501647564,4000,,,,,
