mu,alpha,epsilon,mean_return,std_return,count,spearman_alpha_mean,spearman_epsilon_std,spearman_epsilon_mean,spearman_mu0_mean,spearman_mu0_std
"(-0.5, 0.5, 0.0)",0.0002,0.02,0.0024726225,0.026811131796224977,4000,,,,,
"(-0.5, 0.5, -0.5)",0.0003,0.005,0.0024722425,0.017818589782349563,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0002,0.01,0.0024573424999999997,0.02251099259827593,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0002,0.005,0.0024472649999999997,0.018711567751305693,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0002,0.02,0.0024142775,0.0247459848605723,4000,,,,,
"(-0.5, 0.5, -0.5)",0.0002,0.01,0.0024140999999999998,0.01975360619683013,4000,,,,,
"(0.5, 0.0, 0.0)",0.0002,0.01,0.0024123825,0.019549379226863808,4000,,,,,
"(-0.5, 0.5, 0.0)",0.0002,0.01,0.00241052,0.020750732375102488,4000,,,,,
"(0.5, 0.5, -0.5)",-0.0001,0.02,0.00240382,0.02727733279169092,4000,,,,,
"(-0.5, 0.5, 0.5)",0.0003,0.02,0.0024012699999999996,0.028591667418122652,4000,,,,,
"(0.5, 0.0, -0.5)",0.0003,0.01,0.0023877125000000003,0.01887497875225476,4000,,,,,
"(0.0, 0.5, 0.0)",0.0002,0.01,0.0023855075,0.02136549621819267,4000,,,,,
"(0.0, 0.5, 0.5)",0.0002,0.02,0.0023816375,0.02953538735686687,4000,,,,,
"(-0.5, 0.5, -0.5)",0.0002,0.005,0.0023683425000000004,0.017734690748408295,4000,,,,,
"(0.0, 0.0, -0.5)",0.0002,0.02,0.002355565,0.02479725556491408,4000,,,,,
"(0.5, 0.0, 0.0)",0.0003,0.02,0.0023547,0.025761029274221855,4000,,,,,
"(0.0, 0.5, 0.5)",-0.0001,0.005,0.0023467375,0.021500757586077925,4000,,,,,
"(0.0, 0.5, 0.5)",0.0003,0.02,0.0023295225,0.029170637213915284,4000,,,,,
"(0.0, 0.5, -0.5)",-0.0001,0.005,0.0023281499999999998,0.018663181291287887,4000,,,,,
"(0.5, 0.5, -0.5)",-0.0001,0.01,0.0023213375,0.021557242849351323,4000,,,,,
"(0.5, 0.0, 0.0)",0.0002,0.005,0.0023189275,0.01735648396302181,4000,,,,,
"(0.0, 0.5, 0.0)",-0.0001,0.005,0.00231181,0.019566576202799887,4000,,,,,
"(0.5, 0.0, 0.0)",0.0003,0.01,0.002311585,0.01959118546757142,4000,,,,,
"(0.5, 0.0, 0.5)",0.0003,0.01,0.00229962,0.020956113160013553,4000,,,,,
"(0.5, 0.5, -0.5)",-0.0001,0.005,0.0022955275,0.019421150259217215,4000,,,,,
"(0.5, 0.5, 0.0)",-0.0001,0.005,0.0022893149999999997,0.020465692614087583,4000,,,,,
"(0.5, 0.0, 0.0)",0.0002,0.02,0.0022833899999999997,0.02594098727907541,4000,,,,,
"(0.5, 0.0, 0.5)",0.0002,0.01,0.0022825725000000002,0.02106764218164951,4000,,,,,
"(0.5, 0.0, 0.0)",-0.0001,0.02,0.0022807675,0.025767590633734294,4000,,,,,
"(0.5, 0.0, 0.5)",0.0003,0.005,0.0022654725,0.019389252683036654,4000,,,,,
"(0.5, 0.5, 0.0)",-0.0001,0.01,0.0022608000000000003,0.02228979798884672,4000,,,,,
"(0.5, 0.0, -0.5)",0.0002,0.005,0.0022597725,0.016623008877134006,4000,,,,,
"(0.0, 0.0, 0.0)",0.0002,0.01,0.002256625,0.018385513381054836,4000,,,,,
"(-0.5, 0.5, 0.0)",-0.0001,0.005,0.0022547075,0.018693304741938695,4000,,,,,
"(0.0, 0.5, 0.5)",-0.0001,0.01,0.00224601,0.023568046186100297,4000,,,,,
"(0.0, 0.0, 0.5)",0.0003,0.005,0.0022319149999999997,0.0183984556274472,4000,,,,,
"(0.0, 0.5, 0.5)",-0.0001,0.02,0.0022309925,0.028806780715549263,4000,,,,,
"(0.0, 0.5, -0.5)",0.0003,0.02,0.0022241975,0.02741286887852181,4000,,,,,
"(0.5, 0.0, 0.5)",-0.0001,0.02,0.0022181699999999998,0.02735656116109517,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0003,0.005,0.0022089650000000002,0.01731717010870767,4000,,,,,
"(-0.5, 0.5, 0.5)",-0.0001,0.005,0.002195905,0.02051883493958162,4000,,,,,
"(0.0, 0.0, 0.5)",0.0002,0.005,0.0021945625,0.018397614357902756,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0002,0.01,0.0021868975000000003,0.016635639839745052,4000,,,,,
"(-0.5, 0.5, 0.5)",-0.0001,0.01,0.00218108,0.022433196006239584,4000,,,,,
"(0.0, 0.0, 0.0)",0.0003,0.01,0.00217849,0.018563618847252713,4000,,,,,
"(0.0, 0.0, -0.5)",0.0002,0.005,0.002167425,0.015763321616857073,4000,,,,,
"(0.5, 0.0, -0.5)",0.0003,0.005,0.0021655449999999996,0.016603907816886747,4000,,,,,
"(0.5, 0.0, 0.5)",0.0002,0.005,0.0021655025000000003,0.019263315817417418,4000,,,,,
"(-0.5, 0.5, 0.5)",-0.0001,0.02,0.0021624,0.028607927322971693,4000,,,,,
"(-0.5, 0.5, -0.5)",-0.0001,0.005,0.0021472425,0.01769270371544114,4000,,,,,
"(0.0, 0.0, 0.0)",0.0002,0.005,0.0021422725,0.016432996329118797,4000,,,,,
"(0.5, 0.0, 0.0)",0.0003,0.005,0.0021151775,0.017443307168072603,4000,,,,,
"(0.0, 0.0, 0.0)",0.0003,0.005,0.0021148574999999997,0.016538952545960207,4000,,,,,
"(-0.5, 0.5, -0.5)",-0.0001,0.02,0.002112335,0.02645311685786098,4000,,,,,
"(0.5, 0.5, 0.5)",-0.0001,0.02,0.0021116950000000002,0.029360431270812008,4000,,,,,
"(0.0, 0.0, -0.5)",0.0002,0.01,0.0021058599999999998,0.018347229580204138,4000,,,,,
"(0.0, 0.0, 0.5)",0.0002,0.02,0.0021003224999999997,0.026507287164838356,4000,,,,,
"(0.0, 0.5, 0.0)",0.0002,0.02,0.0020695475000000003,0.02711412362764593,4000,,,,,
"(-0.5, 0.0, 0.5)",-0.0001,0.02,0.0020665125,0.02667410662240384,4000,,,,,
"(0.0, 0.0, -0.5)",0.0003,0.01,0.0020643050000000002,0.017947444162191017,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0003,0.01,0.0020570475,0.017979680500094124,4000,,,,,
"(0.0, 0.0, 0.5)",0.0003,0.01,0.0020526675,0.020134734549859156,4000,,,,,
"(0.0, 0.0, -0.5)",0.0003,0.005,0.0020477925,0.0156321342275158,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0002,0.02,0.00204708,0.024398942535954666,4000,,,,,
"(-0.5, 0.5, 0.0)",-0.0001,0.01,0.0020469175000000003,0.020465299887811792,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0003,0.005,0.0020400725,0.015535292328974075,4000,,,,,
"(0.0, 0.0, 0.0)",0.0003,0.02,0.0020295425,0.025345852935558355,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.02,0.0020149725,0.02436803946537534,4000,,,,,
"(0.5, 0.0, 0.0)",-0.0001,0.01,0.002013585,0.01941322701262048,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0002,0.005,0.0020102475000000003,0.017475409259755326,4000,,,,,
"(0.0, 0.0, 0.5)",0.0002,0.01,0.0020087075,0.020450127082217905,4000,,,,,
"(0.0, 0.0, -0.5)",-0.0001,0.02,0.0020022475,0.02524539218808903,4000,,,,,
"(0.0, 0.5, -0.5)",-0.0001,0.02,0.00199615,0.02695507618446899,4000,,,,,
"(-0.5, 0.5, -0.5)",-0.0001,0.01,0.0019769650000000002,0.019917452734213525,4000,,,,,
"(0.5, -0.5, 0.5)",0.0002,0.02,0.0019646975,0.02599835140595366,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0003,0.005,0.00194898,0.014810602808410152,4000,,,,,
"(-0.5, 0.0, -0.5)",-0.0001,0.02,0.0019478025,0.024566130615938615,4000,,,,,
"(0.5, -0.5, 0.0)",-0.0001,0.02,0.00194544,0.024989946104543286,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0002,0.005,0.0019379475,0.015624610269499913,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.02,0.001917915,0.023848917516722943,4000,,,,,
"(0.5, 0.0, 0.5)",-0.0001,0.005,0.0019027199999999999,0.01920393319385714,4000,,,,,
"(0.5, 0.0, 0.5)",-0.0001,0.01,0.0018943699999999998,0.020920613490533795,4000,,,,,
"(0.5, 0.0, -0.5)",0.0002,0.02,0.0018889575,0.025784211384631807,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0002,0.01,0.0018884025,0.017966359849578707,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0002,0.01,0.0018827499999999999,0.019161395165897377,4000,,,,,
"(0.0, 0.0, 0.5)",-0.0001,0.005,0.0018820075,0.01830038278964423,4000,,,,,
"(-0.5, 0.5, 0.0)",-0.0001,0.02,0.0018640325,0.026520226490684883,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0003,0.01,0.00185524,0.019677154533748933,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0003,0.01,0.0018504625,0.0171198054587612,4000,,,,,
"(-0.5, 0.0, 0.5)",-0.0001,0.01,0.001849005,0.01957505696348688,4000,,,,,
"(-0.5, 0.0, 0.0)",0.0003,0.02,0.00184243,0.02442916935087834,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0003,0.01,0.00183907,0.01770468856078407,4000,,,,,
"(0.0, 0.0, -0.5)",-0.0001,0.01,0.0018294049999999999,0.01780220341861125,4000,,,,,
"(0.0, 0.0, 0.5)",-0.0001,0.02,0.0018191425,0.02622225209847492,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0003,0.02,0.0018136650000000001,0.0262353713990461,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0002,0.005,0.0018086500000000002,0.01485402060250068,4000,,,,,
"(0.5, -0.5, 0.0)",0.0002,0.02,0.0017987699999999999,0.02526592847932923,4000,,,,,
"(0.5, 0.0, 0.0)",-0.0001,0.005,0.0017966450000000001,0.017311524946346208,4000,,,,,
"(0.0, 0.5, 0.0)",-0.0001,0.02,0.0017913400000000002,0.028209142047892342,4000,,,,,
"(0.5, 0.0, -0.5)",0.0002,0.01,0.0017912174999999998,0.018980974740334534,4000,,,,,
"(0.5, -0.5, 0.5)",0.0003,0.005,0.0017838449999999998,0.017333693042586137,4000,,,,,
"(0.5, -0.5, 0.5)",0.0003,0.01,0.00178057,0.0194276862382849,4000,,,,,
"(0.5, 0.0, -0.5)",-0.0001,0.005,0.0017573625,0.01646931332019958,4000,,,,,
"(0.5, -0.5, 0.5)",0.0002,0.005,0.0017396425,0.017296741181825906,4000,,,,,
"(0.5, -0.5, 0.0)",0.0003,0.01,0.0017306225,0.017865437761333865,4000,,,,,
"(0.0, 0.0, -0.5)",-0.0001,0.005,0.0017206650000000001,0.01565672716547617,4000,,,,,
"(0.0, -0.5, 0.5)",0.0003,0.005,0.0017165125,0.016291515579660295,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.005,0.00171394,0.016457721971145332,4000,,,,,
"(0.5, 0.0, -0.5)",-0.0001,0.01,0.0017132575,0.01864263464267588,4000,,,,,
"(-0.5, 0.0, 0.5)",-0.0001,0.005,0.00170615,0.01736451017682102,4000,,,,,
"(0.0, -0.5, 0.0)",0.0002,0.02,0.0017051574999999999,0.024333023183104516,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0003,0.005,0.0016662349999999999,0.015446532163037143,4000,,,,,
"(0.0, -0.5, 0.0)",0.0003,0.005,0.0016539600000000001,0.014666905375597278,4000,,,,,
"(0.0, -0.5, 0.5)",-0.0001,0.02,0.00165065,0.024989915284850117,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.005,0.00164917,0.015116100012271516,4000,,,,,
"(0.5, -0.5, 0.0)",0.0002,0.01,0.0016467425,0.01775241533077154,4000,,,,,
"(0.5, -0.5, 0.5)",0.0002,0.01,0.00164353,0.019474074650287537,4000,,,,,
"(0.0, -0.5, 0.0)",0.0002,0.01,0.00163882,0.01677040442039802,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.005,0.00163398,0.0141013200292115,4000,,,,,
"(0.0, 0.0, 0.5)",-0.0001,0.01,0.0016318175,0.020584645631650793,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.01,0.001626565,0.016596683857914064,4000,,,,,
"(0.0, -0.5, 0.5)",0.0003,0.02,0.00162443,0.02522957416957912,4000,,,,,
"(0.5, -0.5, 0.5)",-0.0001,0.02,0.0016199525,0.025520834063869707,4000,,,,,
"(0.0, -0.5, 0.5)",0.0002,0.02,0.001616955,0.02498476671834199,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.01,0.0016135275,0.017575631779252015,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.01,0.0016029125,0.0185833844909136,4000,,,,,
"(0.5, 0.0, 0.5)",0.0002,0.02,0.0015995725,0.027611106454507685,4000,,,,,
"(0.0, -0.5, -0.5)",0.0003,0.02,0.001588705,0.024073873129698938,4000,,,,,
"(0.0, -0.5, 0.0)",0.0003,0.01,0.0015875449999999999,0.0169517971651904,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.005,0.0015844225,0.01554147622291045,4000,,,,,
"(0.0, 0.0, 0.5)",0.0003,0.02,0.0015681175000000001,0.02712600841654274,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0003,0.01,0.0015680475,0.016194250218759178,4000,,,,,
"(0.0, -0.5, 0.0)",0.0002,0.005,0.00155759,0.014826977306784889,4000,,,,,
"(0.5, -0.5, 0.0)",0.0003,0.02,0.001551305,0.024523253956054127,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.02,0.0015510375,0.025059715456949797,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0003,0.005,0.00153831,0.013544706095360752,4000,,,,,
"(-0.5, 0.0, -0.5)",-0.0001,0.01,0.0015352974999999999,0.017154298360747826,4000,,,,,
"(-0.5, 0.0, -0.5)",0.0003,0.02,0.0015315749999999999,0.024272146644766738,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0002,0.02,0.0015201625,0.023428483676081895,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.01,0.0015182549999999998,0.01685543528300649,4000,,,,,
"(0.0, -0.5, 0.5)",0.0002,0.005,0.0015180974999999999,0.016449670172003023,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.005,0.001516535,0.01322700384068234,4000,,,,,
"(0.5, -0.5, -0.5)",0.0002,0.01,0.00150783,0.017375156762148302,4000,,,,,
"(-0.5, 0.0, -0.5)",-0.0001,0.005,0.0015068725,0.014836585881323791,4000,,,,,
"(0.5, -0.5, 0.0)",0.0003,0.005,0.0014991275,0.015775773544313924,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.02,0.0014880225,0.024926748376205142,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.02,0.0014658124999999999,0.023437646379421206,4000,,,,,
"(0.0, -0.5, 0.5)",0.0003,0.01,0.0014628325,0.018386895026869684,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0002,0.01,0.001437975,0.016085015434551417,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0002,0.005,0.00143688,0.013682635142461085,4000,,,,,
"(0.5, -0.5, 0.5)",0.0003,0.02,0.0014346475,0.02577297846738928,4000,,,,,
"(0.0, -0.5, 0.5)",0.0002,0.01,0.0014337575,0.018641388344113302,4000,,,,,
"(-0.5, 0.0, 0.0)",-0.0001,0.01,0.0014228875,0.01765798303681869,4000,,,,,
"(0.5, -0.5, -0.5)",0.0003,0.005,0.001421865,0.015151531358163089,4000,,,,,
"(0.5, -0.5, 0.0)",0.0002,0.005,0.0014161299999999998,0.015675074331942672,4000,,,,,
"(0.5, 0.0, -0.5)",-0.0001,0.02,0.0014028425,0.025654644977029364,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0002,0.02,0.0014010924999999998,0.024950313007279776,4000,,,,,
"(0.0, -0.5, -0.5)",0.0002,0.005,0.00140066,0.01424133174765923,4000,,,,,
"(0.5, -0.5, 0.5)",-0.0001,0.005,0.00138053,0.01743123830903434,4000,,,,,
"(0.5, -0.5, 0.0)",-0.0001,0.01,0.001378115,0.017721637739154188,4000,,,,,
"(0.5, -0.5, 0.5)",-0.0001,0.01,0.0013526425,0.019040216720283998,4000,,,,,
"(0.0, -0.5, 0.5)",-0.0001,0.005,0.0013489774999999999,0.01650826903906526,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.01,0.0013488925000000001,0.01669408246792274,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.005,0.0013445425,0.013204982197239092,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.02,0.0013382525,0.02389746826587754,4000,,,,,
"(0.0, -0.5, 0.0)",-0.0001,0.01,0.0013027675,0.017036152031340623,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0002,0.005,0.001280855,0.015487157388622675,4000,,,,,
"(-0.5, 0.0, 0.5)",0.0002,0.02,0.0012755099999999999,0.02626690770627586,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.01,0.001259325,0.015566407593138303,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.02,0.0012451925,0.0245435129223505,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.005,0.00124332,0.015030077121630837,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0002,0.01,0.0012368474999999999,0.01743162872214527,4000,,,,,
"(0.5, -0.5, -0.5)",-0.0001,0.01,0.00120351,0.0170234251292354,4000,,,,,
"(0.0, -0.5, 0.0)",-0.0001,0.005,0.00118556,0.014768942379234552,4000,,,,,
"(0.0, 0.0, 0.0)",-0.0001,0.02,0.00117992,0.024869205926093603,4000,,,,,
"(-0.5, -0.5, 0.0)",-0.0001,0.02,0.0011651775,0.023759149317948508,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.005,0.0011620575,0.013319706505289101,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0003,0.01,0.0011599874999999999,0.01593572051310865,4000,,,,,
"(-0.5, -0.5, -0.5)",0.0002,0.02,0.0011498300000000001,0.022861240858809473,4000,,,,,
"(0.0, -0.5, -0.5)",-0.0001,0.005,0.0011489674999999998,0.01412160496688154,4000,,,,,
"(0.5, -0.5, 0.0)",-0.0001,0.005,0.001148265,0.015625043447474257,4000,,,,,
"(-0.5, -0.5, 0.5)",-0.0001,0.005,0.0011474999999999999,0.01549399371079896,4000,,,,,
"(-0.5, -0.5, 0.0)",-0.0001,0.005,0.0011329024999999998,0.013736604570517976,4000,,,,,
"(0.0, -0.5, 0.0)",-0.0001,0.02,0.0011075275,0.02443789568678416,4000,,,,,
"(0.0, -0.5, 0.5)",-0.0001,0.01,0.001041255,0.01859938116497173,4000,,,,,
"(-0.5, -0.5, 0.5)",-0.0001,0.01,0.00102593,0.01800770565065967,4000,,,,,
"(-0.5, -0.5, 0.5)",0.0003,0.02,0.00099811,0.025272715093751834,4000,,,,,
"(0.0, -0.5, 0.0)",0.0003,0.02,0.0009658550000000001,0.02402710915533876,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.01,0.0009614375,0.016023142988702395,4000,,,,,
"(-0.5, -0.5, 0.5)",-0.0001,0.02,0.0008880750000000001,0.024951188467603348,4000,,,,,
"(-0.5, -0.5, 0.0)",0.0003,0.02,0.000797355,0.024180192391294056,4000,,,,,
"(-0.5, -0.5, -0.5)",-0.0001,0.02,0.0007559250000000001,0.023510574109708936,4000,,,,,
"(-0.5, -0.5, 0.0)",-0.0001,0.01,0.0007129325,0.016249726281587044,4000,,,,,
