Loaded feature columns successfully: stock=['characteristic_1', 'characteristic_2', 'characteristic_3', 'price'] market=['MKT', 'SMB', 'HML']
Dataset split summary: total_num_days=200 train_split_ratio=0.8000 validation_split_ratio=0.1000 backtest_split_ratio=0.1000 train_split_length=160 validation_split_length=20 backtest_split_length=20 analysis_horizon_days=19 train_horizon_start_index=141 train_horizon_end_index=159 validation_horizon_start_index=161 validation_horizon_end_index=179 backtest_horizon_start_index=181 backtest_horizon_end_index=199 dynamic_train_lookback_length=141 dynamic_validation_lookback_length=161 dynamic_backtest_lookback_length=181 train_window_count=1 validation_window_count=1 backtest_window_count=1
Running epoch-based train mode with train_windows=1 validation_windows=1 backtest_windows=1 batch_size=1 num_epochs=300.
epoch=1 train_loss=0.13458240 train_portfolio_return=-0.13458237 val_loss=0.06697488 val_portfolio_return=-0.06697491
epoch=45 train_loss=-0.11349773 train_portfolio_return=0.11349769 val_loss=0.08799571 val_portfolio_return=-0.08799569
epoch=46 train_loss=-0.11426592 train_portfolio_return=0.11426588 val_loss=0.08736897 val_portfolio_return=-0.08736897
epoch=47 train_loss=-0.10355604 train_portfolio_return=0.10355605 val_loss=0.08798152 val_portfolio_return=-0.08798154
epoch=48 train_loss=-0.11467886 train_portfolio_return=0.11467887 val_loss=0.08399618 val_portfolio_return=-0.08399620
epoch=49 train_loss=-0.09792125 train_portfolio_return=0.09792123 val_loss=0.08789480 val_portfolio_return=-0.08789480
epoch=50 train_loss=-0.11486685 train_portfolio_return=0.11486690 val_loss=0.08803171 val_portfolio_return=-0.08803173
epoch=51 train_loss=-0.11524785 train_portfolio_return=0.11524788 val_loss=0.08803344 val_portfolio_return=-0.08803346
epoch=52 train_loss=-0.11528075 train_portfolio_return=0.11528071 val_loss=0.08801025 val_portfolio_return=-0.08801024
epoch=53 train_loss=-0.11528635 train_portfolio_return=0.11528632 val_loss=0.08797592 val_portfolio_return=-0.08797590
epoch=54 train_loss=-0.11528492 train_portfolio_return=0.11528493 val_loss=0.08794177 val_portfolio_return=-0.08794176
epoch=55 train_loss=-0.11528134 train_portfolio_return=0.11528131 val_loss=0.08790791 val_portfolio_return=-0.08790790
epoch=56 train_loss=-0.11527705 train_portfolio_return=0.11527701 val_loss=0.08787233 val_portfolio_return=-0.08787230
epoch=57 train_loss=-0.11527240 train_portfolio_return=0.11527241 val_loss=0.08783466 val_portfolio_return=-0.08783466
epoch=58 train_loss=-0.11526763 train_portfolio_return=0.11526764 val_loss=0.08779705 val_portfolio_return=-0.08779702
epoch=59 train_loss=-0.11526287 train_portfolio_return=0.11526287 val_loss=0.08776301 val_portfolio_return=-0.08776299
epoch=60 train_loss=-0.11525846 train_portfolio_return=0.11525845 val_loss=0.08773553 val_portfolio_return=-0.08773553
epoch=61 train_loss=-0.11525476 train_portfolio_return=0.11525480 val_loss=0.08771658 val_portfolio_return=-0.08771656
epoch=62 train_loss=-0.11525214 train_portfolio_return=0.11525216 val_loss=0.08770704 val_portfolio_return=-0.08770704
epoch=63 train_loss=-0.11525071 train_portfolio_return=0.11525071 val_loss=0.08770704 val_portfolio_return=-0.08770706
epoch=64 train_loss=-0.11525047 train_portfolio_return=0.11525042 val_loss=0.08771604 val_portfolio_return=-0.08771607
epoch=65 train_loss=-0.11525130 train_portfolio_return=0.11525126 val_loss=0.08773291 val_portfolio_return=-0.08773288
epoch=66 train_loss=-0.11525309 train_portfolio_return=0.11525309 val_loss=0.08775592 val_portfolio_return=-0.08775592
epoch=67 train_loss=-0.11525571 train_portfolio_return=0.11525571 val_loss=0.08778358 val_portfolio_return=-0.08778360
epoch=68 train_loss=-0.11525893 train_portfolio_return=0.11525890 val_loss=0.08781379 val_portfolio_return=-0.08781377
epoch=69 train_loss=-0.11526239 train_portfolio_return=0.11526243 val_loss=0.08784473 val_portfolio_return=-0.08784471
epoch=70 train_loss=-0.11526608 train_portfolio_return=0.11526610 val_loss=0.08787489 val_portfolio_return=-0.08787490
epoch=71 train_loss=-0.11526978 train_portfolio_return=0.11526973 val_loss=0.08790332 val_portfolio_return=-0.08790331
epoch=72 train_loss=-0.11527324 train_portfolio_return=0.11527319 val_loss=0.08792931 val_portfolio_return=-0.08792929
epoch=73 train_loss=-0.11527646 train_portfolio_return=0.11527643 val_loss=0.08795255 val_portfolio_return=-0.08795255
epoch=74 train_loss=-0.11527932 train_portfolio_return=0.11527935 val_loss=0.08797306 val_portfolio_return=-0.08797307
epoch=75 train_loss=-0.11528194 train_portfolio_return=0.11528196 val_loss=0.08799094 val_portfolio_return=-0.08799093
epoch=76 train_loss=-0.11528432 train_portfolio_return=0.11528429 val_loss=0.08800632 val_portfolio_return=-0.08800634
epoch=77 train_loss=-0.11528635 train_portfolio_return=0.11528631 val_loss=0.08801949 val_portfolio_return=-0.08801947
epoch=78 train_loss=-0.11528802 train_portfolio_return=0.11528807 val_loss=0.08803070 val_portfolio_return=-0.08803067
epoch=79 train_loss=-0.11528957 train_portfolio_return=0.11528958 val_loss=0.08804023 val_portfolio_return=-0.08804021
epoch=80 train_loss=-0.11529088 train_portfolio_return=0.11529088 val_loss=0.08804828 val_portfolio_return=-0.08804830
epoch=81 train_loss=-0.11529195 train_portfolio_return=0.11529201 val_loss=0.08805519 val_portfolio_return=-0.08805518
epoch=82 train_loss=-0.11529303 train_portfolio_return=0.11529297 val_loss=0.08806103 val_portfolio_return=-0.08806104
epoch=83 train_loss=-0.11529374 train_portfolio_return=0.11529379 val_loss=0.08806604 val_portfolio_return=-0.08806605
epoch=84 train_loss=-0.11529446 train_portfolio_return=0.11529450 val_loss=0.08807033 val_portfolio_return=-0.08807034
epoch=85 train_loss=-0.11529517 train_portfolio_return=0.11529513 val_loss=0.08807397 val_portfolio_return=-0.08807400
epoch=86 train_loss=-0.11529565 train_portfolio_return=0.11529566 val_loss=0.08807713 val_portfolio_return=-0.08807714
epoch=87 train_loss=-0.11529613 train_portfolio_return=0.11529613 val_loss=0.08807987 val_portfolio_return=-0.08807985
epoch=88 train_loss=-0.11529648 train_portfolio_return=0.11529651 val_loss=0.08808219 val_portfolio_return=-0.08808218
epoch=89 train_loss=-0.11529684 train_portfolio_return=0.11529687 val_loss=0.08808416 val_portfolio_return=-0.08808418
epoch=90 train_loss=-0.11529720 train_portfolio_return=0.11529717 val_loss=0.08808595 val_portfolio_return=-0.08808593
epoch=91 train_loss=-0.11529744 train_portfolio_return=0.11529743 val_loss=0.08808744 val_portfolio_return=-0.08808744
epoch=92 train_loss=-0.11529768 train_portfolio_return=0.11529764 val_loss=0.08808875 val_portfolio_return=-0.08808875
epoch=93 train_loss=-0.11529779 train_portfolio_return=0.11529784 val_loss=0.08808988 val_portfolio_return=-0.08808991
epoch=94 train_loss=-0.11529803 train_portfolio_return=0.11529801 val_loss=0.08809090 val_portfolio_return=-0.08809092
epoch=95 train_loss=-0.11529815 train_portfolio_return=0.11529815 val_loss=0.08809179 val_portfolio_return=-0.08809178
epoch=96 train_loss=-0.11529827 train_portfolio_return=0.11529828 val_loss=0.08809257 val_portfolio_return=-0.08809256
epoch=97 train_loss=-0.11529839 train_portfolio_return=0.11529838 val_loss=0.08809322 val_portfolio_return=-0.08809324
epoch=98 train_loss=-0.11529851 train_portfolio_return=0.11529848 val_loss=0.08809382 val_portfolio_return=-0.08809383
epoch=99 train_loss=-0.11529851 train_portfolio_return=0.11529857 val_loss=0.08809435 val_portfolio_return=-0.08809435
epoch=100 train_loss=-0.11529863 train_portfolio_return=0.11529864 val_loss=0.08809483 val_portfolio_return=-0.08809482
epoch=101 train_loss=-0.11529875 train_portfolio_return=0.11529870 val_loss=0.08809525 val_portfolio_return=-0.08809523
epoch=102 train_loss=-0.11529875 train_portfolio_return=0.11529876 val_loss=0.08809561 val_portfolio_return=-0.08809558
epoch=103 train_loss=-0.11529875 train_portfolio_return=0.11529880 val_loss=0.08809590 val_portfolio_return=-0.08809590
epoch=104 train_loss=-0.11529887 train_portfolio_return=0.11529887 val_loss=0.08809620 val_portfolio_return=-0.08809619
epoch=105 train_loss=-0.11529887 train_portfolio_return=0.11529890 val_loss=0.08809644 val_portfolio_return=-0.08809645
epoch=106 train_loss=-0.11529899 train_portfolio_return=0.11529893 val_loss=0.08809668 val_portfolio_return=-0.08809668
epoch=107 train_loss=-0.11529899 train_portfolio_return=0.11529896 val_loss=0.08809686 val_portfolio_return=-0.08809687
Early stopping triggered with patience=100 at epoch=107.
Loading best checkpoint for final backtest evaluation: /root/FactorMarketRL/portfolio_attention/outputs/checkpoints/train_best.pt.
Loaded feature columns successfully: stock=['characteristic_1', 'characteristic_2', 'characteristic_3', 'price'] market=['MKT', 'SMB', 'HML']
Dataset split summary: total_num_days=200 train_split_ratio=0.8000 validation_split_ratio=0.1000 backtest_split_ratio=0.1000 train_split_length=160 validation_split_length=20 backtest_split_length=20 analysis_horizon_days=19 train_horizon_start_index=141 train_horizon_end_index=159 validation_horizon_start_index=161 validation_horizon_end_index=179 backtest_horizon_start_index=181 backtest_horizon_end_index=199 dynamic_train_lookback_length=141 dynamic_validation_lookback_length=161 dynamic_backtest_lookback_length=181 train_window_count=1 validation_window_count=1 backtest_window_count=1
Running epoch-based train mode with train_windows=1 validation_windows=1 backtest_windows=1 batch_size=1 num_epochs=300.
epoch=1 train_loss=-0.16944921 train_portfolio_return=0.16944921 val_loss=-0.27631629 val_portfolio_return=0.27631629
epoch=2 train_loss=-0.21693790 train_portfolio_return=0.21693790 val_loss=-0.30594516 val_portfolio_return=0.30594522
epoch=3 train_loss=-0.24364018 train_portfolio_return=0.24364023 val_loss=-0.31642079 val_portfolio_return=0.31642082
epoch=4 train_loss=-0.25612628 train_portfolio_return=0.25612628 val_loss=-0.32407737 val_portfolio_return=0.32407731
epoch=5 train_loss=-0.26510489 train_portfolio_return=0.26510489 val_loss=-0.33158565 val_portfolio_return=0.33158571
epoch=6 train_loss=-0.27236319 train_portfolio_return=0.27236322 val_loss=-0.34382486 val_portfolio_return=0.34382480
epoch=7 train_loss=-0.26912451 train_portfolio_return=0.26912445 val_loss=-0.31988287 val_portfolio_return=0.31988293
epoch=8 train_loss=-0.26705444 train_portfolio_return=0.26705447 val_loss=-0.30703294 val_portfolio_return=0.30703294
epoch=9 train_loss=-0.25493717 train_portfolio_return=0.25493723 val_loss=-0.30319548 val_portfolio_return=0.30319551
epoch=10 train_loss=-0.25151968 train_portfolio_return=0.25151965 val_loss=-0.30196440 val_portfolio_return=0.30196437
epoch=11 train_loss=-0.25102150 train_portfolio_return=0.25102147 val_loss=-0.30293369 val_portfolio_return=0.30293363
epoch=12 train_loss=-0.25158143 train_portfolio_return=0.25158137 val_loss=-0.30560184 val_portfolio_return=0.30560189
epoch=13 train_loss=-0.25338805 train_portfolio_return=0.25338805 val_loss=-0.30927515 val_portfolio_return=0.30927515
epoch=14 train_loss=-0.25622368 train_portfolio_return=0.25622368 val_loss=-0.31352353 val_portfolio_return=0.31352359
epoch=15 train_loss=-0.25952482 train_portfolio_return=0.25952476 val_loss=-0.31700921 val_portfolio_return=0.31700921
epoch=16 train_loss=-0.26221979 train_portfolio_return=0.26221976 val_loss=-0.31473207 val_portfolio_return=0.31473213
epoch=17 train_loss=-0.26132596 train_portfolio_return=0.26132593 val_loss=-0.31907058 val_portfolio_return=0.31907052
epoch=18 train_loss=-0.26409364 train_portfolio_return=0.26409370 val_loss=-0.32259583 val_portfolio_return=0.32259583
epoch=19 train_loss=-0.26759005 train_portfolio_return=0.26759008 val_loss=-0.32362640 val_portfolio_return=0.32362643
epoch=20 train_loss=-0.26912975 train_portfolio_return=0.26912969 val_loss=-0.32428563 val_portfolio_return=0.32428563
epoch=21 train_loss=-0.27050138 train_portfolio_return=0.27050135 val_loss=-0.32594728 val_portfolio_return=0.32594731
epoch=22 train_loss=-0.27294314 train_portfolio_return=0.27294314 val_loss=-0.33036757 val_portfolio_return=0.33036754
epoch=23 train_loss=-0.27774525 train_portfolio_return=0.27774531 val_loss=-0.33973908 val_portfolio_return=0.33973902
epoch=24 train_loss=-0.28821623 train_portfolio_return=0.28821620 val_loss=-0.34287643 val_portfolio_return=0.34287637
epoch=25 train_loss=-0.29478002 train_portfolio_return=0.29478002 val_loss=-0.34577525 val_portfolio_return=0.34577525
epoch=26 train_loss=-0.32120466 train_portfolio_return=0.32120460 val_loss=-0.32091331 val_portfolio_return=0.32091326
epoch=27 train_loss=-0.22652650 train_portfolio_return=0.22652653 val_loss=-0.34347653 val_portfolio_return=0.34347659
epoch=28 train_loss=-0.32841647 train_portfolio_return=0.32841647 val_loss=-0.33882594 val_portfolio_return=0.33882588
epoch=29 train_loss=-0.37016416 train_portfolio_return=0.37016416 val_loss=-0.34021914 val_portfolio_return=0.34021914
epoch=30 train_loss=-0.39219689 train_portfolio_return=0.39219686 val_loss=-0.33320594 val_portfolio_return=0.33320594
epoch=31 train_loss=-0.28852773 train_portfolio_return=0.28852779 val_loss=-0.33806217 val_portfolio_return=0.33806217
epoch=32 train_loss=-0.28170002 train_portfolio_return=0.28170004 val_loss=-0.33995414 val_portfolio_return=0.33995414
epoch=33 train_loss=-0.29099524 train_portfolio_return=0.29099521 val_loss=-0.34183586 val_portfolio_return=0.34183586
epoch=34 train_loss=-0.30193746 train_portfolio_return=0.30193743 val_loss=-0.34162426 val_portfolio_return=0.34162420
epoch=35 train_loss=-0.31030321 train_portfolio_return=0.31030315 val_loss=-0.32988048 val_portfolio_return=0.32988042
epoch=36 train_loss=-0.32359779 train_portfolio_return=0.32359779 val_loss=-0.31181240 val_portfolio_return=0.31181234
epoch=37 train_loss=-0.33112955 train_portfolio_return=0.33112961 val_loss=-0.34825754 val_portfolio_return=0.34825757
epoch=38 train_loss=-0.35333681 train_portfolio_return=0.35333675 val_loss=-0.33786452 val_portfolio_return=0.33786455
epoch=39 train_loss=-0.34694064 train_portfolio_return=0.34694067 val_loss=-0.31106293 val_portfolio_return=0.31106290
epoch=40 train_loss=-0.38641691 train_portfolio_return=0.38641697 val_loss=-0.18716490 val_portfolio_return=0.18716487
epoch=41 train_loss=-0.31260443 train_portfolio_return=0.31260443 val_loss=-0.31582499 val_portfolio_return=0.31582496
epoch=42 train_loss=-0.39882362 train_portfolio_return=0.39882359 val_loss=-0.34318566 val_portfolio_return=0.34318560
epoch=43 train_loss=-0.40570474 train_portfolio_return=0.40570474 val_loss=-0.34392381 val_portfolio_return=0.34392387
epoch=44 train_loss=-0.42724371 train_portfolio_return=0.42724368 val_loss=-0.32462692 val_portfolio_return=0.32462686
epoch=45 train_loss=-0.48383713 train_portfolio_return=0.48383710 val_loss=-0.40184093 val_portfolio_return=0.40184087
epoch=46 train_loss=-0.40821958 train_portfolio_return=0.40821961 val_loss=-0.31911421 val_portfolio_return=0.31911421
epoch=47 train_loss=-0.47007740 train_portfolio_return=0.47007740 val_loss=-0.30499864 val_portfolio_return=0.30499858
epoch=48 train_loss=-0.46684647 train_portfolio_return=0.46684644 val_loss=-0.41911149 val_portfolio_return=0.41911152
epoch=49 train_loss=-0.47488582 train_portfolio_return=0.47488585 val_loss=-0.43148708 val_portfolio_return=0.43148711
epoch=50 train_loss=-0.47439027 train_portfolio_return=0.47439024 val_loss=-0.43014979 val_portfolio_return=0.43014982
epoch=51 train_loss=-0.47255206 train_portfolio_return=0.47255209 val_loss=-0.43172503 val_portfolio_return=0.43172503
epoch=52 train_loss=-0.47482812 train_portfolio_return=0.47482815 val_loss=-0.43249428 val_portfolio_return=0.43249428
epoch=53 train_loss=-0.47514009 train_portfolio_return=0.47514012 val_loss=-0.43266487 val_portfolio_return=0.43266493
epoch=54 train_loss=-0.47509313 train_portfolio_return=0.47509310 val_loss=-0.43269038 val_portfolio_return=0.43269041
epoch=55 train_loss=-0.47503757 train_portfolio_return=0.47503752 val_loss=-0.43269575 val_portfolio_return=0.43269572
epoch=56 train_loss=-0.47500217 train_portfolio_return=0.47500220 val_loss=-0.43269718 val_portfolio_return=0.43269715
epoch=57 train_loss=-0.47500002 train_portfolio_return=0.47500005 val_loss=-0.43269753 val_portfolio_return=0.43269747
epoch=58 train_loss=-0.47502065 train_portfolio_return=0.47502071 val_loss=-0.43269742 val_portfolio_return=0.43269742
epoch=59 train_loss=-0.47498214 train_portfolio_return=0.47498211 val_loss=-0.43269742 val_portfolio_return=0.43269739
epoch=60 train_loss=-0.47497737 train_portfolio_return=0.47497740 val_loss=-0.43269753 val_portfolio_return=0.43269759
epoch=61 train_loss=-0.47507691 train_portfolio_return=0.47507688 val_loss=-0.43269789 val_portfolio_return=0.43269789
epoch=62 train_loss=-0.47513103 train_portfolio_return=0.47513103 val_loss=-0.43269801 val_portfolio_return=0.43269804
epoch=63 train_loss=-0.47514987 train_portfolio_return=0.47514993 val_loss=-0.43269813 val_portfolio_return=0.43269816
epoch=64 train_loss=-0.47515690 train_portfolio_return=0.47515687 val_loss=-0.43269813 val_portfolio_return=0.43269816
epoch=65 train_loss=-0.47516000 train_portfolio_return=0.47515997 val_loss=-0.43269825 val_portfolio_return=0.43269825
epoch=66 train_loss=-0.47516131 train_portfolio_return=0.47516131 val_loss=-0.43269825 val_portfolio_return=0.43269822
epoch=67 train_loss=-0.47516203 train_portfolio_return=0.47516206 val_loss=-0.43269825 val_portfolio_return=0.43269825
epoch=68 train_loss=-0.47516251 train_portfolio_return=0.47516251 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=69 train_loss=-0.47516274 train_portfolio_return=0.47516277 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=70 train_loss=-0.47516298 train_portfolio_return=0.47516301 val_loss=-0.43269837 val_portfolio_return=0.43269834
epoch=71 train_loss=-0.47516298 train_portfolio_return=0.47516304 val_loss=-0.43269837 val_portfolio_return=0.43269834
epoch=72 train_loss=-0.47516322 train_portfolio_return=0.47516316 val_loss=-0.43269837 val_portfolio_return=0.43269834
epoch=73 train_loss=-0.47516322 train_portfolio_return=0.47516328 val_loss=-0.43269837 val_portfolio_return=0.43269834
epoch=74 train_loss=-0.47516334 train_portfolio_return=0.47516337 val_loss=-0.43269837 val_portfolio_return=0.43269834
epoch=75 train_loss=-0.47516334 train_portfolio_return=0.47516337 val_loss=-0.43269837 val_portfolio_return=0.43269834
epoch=76 train_loss=-0.47516334 train_portfolio_return=0.47516337 val_loss=-0.43269837 val_portfolio_return=0.43269834
epoch=77 train_loss=-0.47516346 train_portfolio_return=0.47516343 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=78 train_loss=-0.47516346 train_portfolio_return=0.47516343 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=79 train_loss=-0.47516346 train_portfolio_return=0.47516343 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=80 train_loss=-0.47516346 train_portfolio_return=0.47516340 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=81 train_loss=-0.47516346 train_portfolio_return=0.47516340 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=82 train_loss=-0.47516346 train_portfolio_return=0.47516349 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=83 train_loss=-0.47516346 train_portfolio_return=0.47516349 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=84 train_loss=-0.47516346 train_portfolio_return=0.47516349 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=85 train_loss=-0.47516346 train_portfolio_return=0.47516349 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=86 train_loss=-0.47516358 train_portfolio_return=0.47516355 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=87 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=88 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=89 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=90 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=91 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=92 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=93 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=94 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=95 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=96 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=97 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=98 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=99 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=100 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=101 train_loss=-0.47516346 train_portfolio_return=0.47516352 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=102 train_loss=-0.47516370 train_portfolio_return=0.47516364 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=103 train_loss=-0.47516370 train_portfolio_return=0.47516364 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=104 train_loss=-0.47516370 train_portfolio_return=0.47516364 val_loss=-0.43269825 val_portfolio_return=0.43269831
epoch=105 train_loss=-0.47516370 train_portfolio_return=0.47516364 val_loss=-0.43269825 val_portfolio_return=0.43269831
