stock_id,t_0
stock_112,-0.002989052420153907
stock_113,-0.012259846769528043
stock_114,-0.03048104403123869
stock_115,-0.03446406666319163
stock_116,-0.04679038648452701
stock_117,0.009998359923584126
stock_118,-0.003075480704607291
stock_119,-0.015102398005995079
stock_120,-0.019466733985916602
stock_121,-0.03454833649409029
stock_122,-0.025166865579324606
stock_123,-0.03562107105635095
stock_124,-0.042586779670445704
stock_125,-0.02096933800211278
stock_126,-0.012895864492130022
stock_127,0.0054264008678015
stock_128,0.011086531145647173
stock_129,0.001390317620009511
stock_130,-0.006080097875728363
stock_131,-0.01229975929905363
stock_132,-0.03387358063739147
stock_133,-0.032617977434751956
stock_134,-0.01858695709806056
stock_135,-0.02100645236408037
stock_136,0.013930890081642978
stock_137,-0.0007034852265139467
stock_138,-0.012815187220118485
stock_139,-0.02394566314323767
stock_140,0.049527019603906236
stock_141,-0.054930330412559465
stock_142,-0.025520509790518685
stock_143,-0.024844739839000388
stock_144,0.016105284622497766
stock_145,0.015107898417184934
stock_146,0.014693743548491057
stock_147,0.011364321193980505
stock_148,-0.06058953736100814
stock_149,-0.013425305034277052
stock_150,-0.07463941942754454
stock_151,-0.027783251443430138
stock_152,-0.06564292199691099
stock_153,-0.027476675447016246
stock_154,0.0005042297074594017
stock_155,0.046249563232546705
stock_156,-9.380643829975249e-05
stock_157,-0.005190781800955549
stock_158,0.029514035540282386
stock_159,-0.06369269360098855
stock_160,-0.09497803573103636
stock_161,-0.04108298349315237
stock_162,0.011620000072741925
stock_163,0.04286274465218449
stock_164,0.06610142720451395
stock_165,-0.025881037365132302
stock_166,0.05266563387190635
stock_167,0.03480498690939607
stock_168,-0.0015984988074000742
stock_169,-0.007741419899460089
stock_170,0.03503805467879065
stock_171,0.01910255652461672
stock_172,0.013837340608103923
stock_173,0.025057267738782973
stock_174,-0.024705818886446552
stock_175,0.011734321779101275
stock_176,0.0027650185817854243
stock_177,-0.008018502637340812
stock_178,-0.0071689860341356245
stock_179,-0.032542326839048376
stock_180,0.04833034976245222
stock_181,0.0017159977123317773
stock_182,0.04143842050471748
stock_183,-0.02987031874630207
stock_184,0.013044530473831077
stock_185,-0.008971427679625145
stock_186,-0.012168137876866388
stock_187,-0.023639735534992334
stock_188,-0.05385074684449001
stock_189,0.0043872769520069636
stock_190,0.019920026878606757
stock_191,0.02905952072542828
stock_192,-0.016406450004100785
stock_193,-0.020360900157644378
stock_194,-0.0065011881253757295
stock_195,-0.017483464284618333
stock_196,-0.018836163554594415
stock_197,-0.020743667941811962
stock_198,0.028487873055477994
stock_199,0.03289108514743841
stock_200,0.032762057659639965
stock_201,-0.005854042980604129
stock_202,0.004890812895309187
stock_203,0.00348181507487013
stock_204,-0.0312891232669984
stock_205,-0.006899118793227294
stock_206,-0.009806254008995334
stock_207,0.013981896904562875
stock_208,0.03768595727598213
stock_209,0.032479891212568696
stock_210,0.011531824498950348
stock_211,0.018040820246147816
stock_212,0.01535811118938267
stock_213,-0.02966433631799264
stock_214,-0.018204495339564412
stock_215,0.0010179005151433936
stock_216,-0.005087442745389244
stock_217,0.023816433890613744
stock_218,0.03342324717466251
stock_219,0.04585898409524504
stock_220,0.04220490750055562
stock_221,0.032698553731397455
stock_222,-0.02409645650775846
stock_223,0.013133520876941827
stock_224,0.0023466515033337357
stock_225,0.01680635595254408
stock_226,0.0639580548950358
stock_227,0.03866969292242025
stock_228,-0.01977460626218821
stock_229,0.041649171169618415
stock_230,-0.001588354999391122
stock_231,0.0028012259434587825
stock_232,-0.0597155537260592
stock_233,-0.012325870594554813
stock_234,-0.005778549012950579
stock_235,-0.005766492722156895
stock_236,-0.0312685041135721
stock_237,0.06897709280421183
stock_238,-0.0006633040486766248
stock_239,0.016533219961083666
stock_240,0.01817427616418202
stock_241,-0.01746403821063239
stock_242,0.00513783104220567
